region,destination,load_segment,time
SAC,SAC,wntr_day,2050,0.00
SAC,SAC,wntr_day,2075,0.00
SAC,SAC,wntr_mrnevn,2010,0.00
SAC,SAC,wntr_mrnevn,2015,0.00
SAC,SAC,wntr_mrnevn,2020,0.00
SAC,SAC,wntr_mrnevn,2025,0.00
SAC,SAC,wntr_mrnevn,2030,0.00
SAC,SAC,wntr_mrnevn,2035,0.00
SAC,SAC,wntr_mrnevn,2040,0.00
SAC,SAC,wntr_mrnevn,2045,0.00
SAC,SAC,wntr_mrnevn,2050,0.00
SAC,SAC,wntr_mrnevn,2075,0.00
SAC,SAC,wntr_night,2010,0.00
SAC,SAC,wntr_night,2015,0.00
SAC,SAC,wntr_night,2020,0.00
SAC,SAC,wntr_night,2025,0.00
SAC,SAC,wntr_night,2030,0.00
SAC,SAC,wntr_night,2035,0.00
SAC,SAC,wntr_night,2040,0.00
SAC,SAC,wntr_night,2045,0.00
SAC,SAC,wntr_night,2050,0.00
SAC,SAC,wntr_night,2075,0.00
SAC,SAC,peak,2010,0.00
SAC,SAC,peak,2015,0.00
SAC,SAC,peak,2020,0.00
SAC,SAC,peak,2025,0.00
SAC,SAC,peak,2030,0.00
SAC,SAC,peak,2035,0.00
SAC,SAC,peak,2040,0.00
SAC,SAC,peak,2045,0.00
SAC,SAC,peak,2050,0.00
SAC,SAC,peak,2075,0.00
SAC,ESC,sum_day,2010,6.65
SAC,ESC,sum_day,2015,6.65
SAC,ESC,sum_day,2020,6.65
SAC,ESC,sum_day,2025,6.65
SAC,ESC,sum_day,2030,2.79
SAC,ESC,sum_day,2035,6.65
SAC,ESC,sum_day,2040,6.65
SAC,ESC,sum_day,2045,6.41
SAC,ESC,sum_day,2050,6.65
SAC,ESC,sum_day,2075,0.00
SAC,ESC,sum_mrnevn,2010,5.00
SAC,ESC,sum_mrnevn,2015,0.00
SAC,ESC,sum_mrnevn,2020,5.00
SAC,ESC,sum_mrnevn,2025,5.00
SAC,ESC,sum_mrnevn,2030,5.00
SAC,ESC,sum_mrnevn,2035,5.00
SAC,ESC,sum_mrnevn,2040,2.73
SAC,ESC,sum_mrnevn,2045,2.87
SAC,ESC,sum_mrnevn,2050,3.15
SAC,ESC,sum_mrnevn,2075,0.00
SAC,ESC,sum_night,2010,3.08
SAC,ESC,sum_night,2015,3.16
SAC,ESC,sum_night,2020,3.16
SAC,ESC,sum_night,2025,3.16
SAC,ESC,sum_night,2030,0.39
SAC,ESC,sum_night,2035,3.16
SAC,ESC,sum_night,2040,0.00
SAC,ESC,sum_night,2045,0.00
SAC,ESC,sum_night,2050,0.00
SAC,ESC,sum_night,2075,0.00
SAC,ESC,sprfl_day,2010,3.01
SAC,ESC,sprfl_day,2015,1.40
SAC,ESC,sprfl_day,2020,3.01
SAC,ESC,sprfl_day,2025,3.01
SAC,ESC,sprfl_day,2030,3.01
SAC,ESC,sprfl_day,2035,3.01
SAC,ESC,sprfl_day,2040,3.01
SAC,ESC,sprfl_day,2045,3.01
SAC,ESC,sprfl_day,2050,3.01
SAC,ESC,sprfl_day,2075,0.02
SAC,ESC,sprfl_mrnevn,2010,3.44
SAC,ESC,sprfl_mrnevn,2015,2.37
SAC,ESC,sprfl_mrnevn,2020,4.14
SAC,ESC,sprfl_mrnevn,2025,4.14
SAC,ESC,sprfl_mrnevn,2030,4.14
SAC,ESC,sprfl_mrnevn,2035,4.14
SAC,ESC,sprfl_mrnevn,2040,2.98
SAC,ESC,sprfl_mrnevn,2045,0.87
SAC,ESC,sprfl_mrnevn,2050,2.94
SAC,ESC,sprfl_mrnevn,2075,0.00
SAC,ESC,sprfl_night,2010,1.88
SAC,ESC,sprfl_night,2015,0.27
SAC,ESC,sprfl_night,2020,1.88
SAC,ESC,sprfl_night,2025,1.88
SAC,ESC,sprfl_night,2030,0.36
SAC,ESC,sprfl_night,2035,1.88
SAC,ESC,sprfl_night,2040,1.30
SAC,ESC,sprfl_night,2045,1.15
SAC,ESC,sprfl_night,2050,0.98
SAC,ESC,sprfl_night,2075,0.00
SAC,ESC,wntr_day,2010,4.00
SAC,ESC,wntr_day,2015,3.70
SAC,ESC,wntr_day,2020,4.00
SAC,ESC,wntr_day,2025,4.00
SAC,ESC,wntr_day,2030,4.00
SAC,ESC,wntr_day,2035,4.00
SAC,ESC,wntr_day,2040,4.00
SAC,ESC,wntr_day,2045,4.00
SAC,ESC,wntr_day,2050,4.00
SAC,ESC,wntr_day,2075,0.00
SAC,ESC,wntr_mrnevn,2010,5.50
SAC,ESC,wntr_mrnevn,2015,4.78
SAC,ESC,wntr_mrnevn,2020,5.50
SAC,ESC,wntr_mrnevn,2025,5.50
SAC,ESC,wntr_mrnevn,2030,5.50
SAC,ESC,wntr_mrnevn,2035,5.50
SAC,ESC,wntr_mrnevn,2040,5.50
SAC,ESC,wntr_mrnevn,2045,5.50
SAC,ESC,wntr_mrnevn,2050,5.50
SAC,ESC,wntr_mrnevn,2075,0.00
SAC,ESC,wntr_night,2010,2.18
SAC,ESC,wntr_night,2015,2.30
SAC,ESC,wntr_night,2020,2.50
SAC,ESC,wntr_night,2025,2.50
SAC,ESC,wntr_night,2030,2.50
SAC,ESC,wntr_night,2035,2.50
SAC,ESC,wntr_night,2040,0.28
SAC,ESC,wntr_night,2045,0.00
SAC,ESC,wntr_night,2050,0.76
SAC,ESC,wntr_night,2075,2.50
SAC,ESC,peak,2010,0.36
SAC,ESC,peak,2015,0.00
SAC,ESC,peak,2020,0.24
SAC,ESC,peak,2025,0.23
SAC,ESC,peak,2030,0.00
SAC,ESC,peak,2035,0.36
SAC,ESC,peak,2040,0.36
SAC,ESC,peak,2045,0.31
SAC,ESC,peak,2050,0.35
SAC,ESC,peak,2075,0.00
SAC,TX,sum_day,2010,0.00
SAC,TX,sum_day,2015,0.00
SAC,TX,sum_day,2020,0.00
SAC,TX,sum_day,2025,0.00
SAC,TX,sum_day,2030,0.00
SAC,TX,sum_day,2035,0.00
SAC,TX,sum_day,2040,0.00
SAC,TX,sum_day,2045,0.00
SAC,TX,sum_day,2050,0.00
SAC,TX,sum_day,2075,0.00
SAC,TX,sum_mrnevn,2010,0.00
SAC,TX,sum_mrnevn,2015,0.00
SAC,TX,sum_mrnevn,2020,0.00
SAC,TX,sum_mrnevn,2025,0.00
SAC,TX,sum_mrnevn,2030,0.00
SAC,TX,sum_mrnevn,2035,0.00
SAC,TX,sum_mrnevn,2040,0.00
SAC,TX,sum_mrnevn,2045,0.00
SAC,TX,sum_mrnevn,2050,0.00
SAC,TX,sum_mrnevn,2075,0.00
SAC,TX,sum_night,2010,0.00
SAC,TX,sum_night,2015,0.00
SAC,TX,sum_night,2020,0.00
SAC,TX,sum_night,2025,0.00
SAC,TX,sum_night,2030,0.00
SAC,TX,sum_night,2035,0.00
SAC,TX,sum_night,2040,0.00
SAC,TX,sum_night,2045,0.00
SAC,TX,sum_night,2050,0.00
SAC,TX,sum_night,2075,0.00
SAC,TX,sprfl_day,2010,0.00
SAC,TX,sprfl_day,2015,0.00
SAC,TX,sprfl_day,2020,0.00
SAC,TX,sprfl_day,2025,0.00
SAC,TX,sprfl_day,2030,0.00
SAC,TX,sprfl_day,2035,0.00
SAC,TX,sprfl_day,2040,0.00
SAC,TX,sprfl_day,2045,0.00
SAC,TX,sprfl_day,2050,0.00
SAC,TX,sprfl_day,2075,0.00
SAC,TX,sprfl_mrnevn,2010,0.00
SAC,TX,sprfl_mrnevn,2015,0.00
SAC,TX,sprfl_mrnevn,2020,0.00
SAC,TX,sprfl_mrnevn,2025,0.00
SAC,TX,sprfl_mrnevn,2030,0.00
SAC,TX,sprfl_mrnevn,2035,0.00
SAC,TX,sprfl_mrnevn,2040,0.00
SAC,TX,sprfl_mrnevn,2045,0.00
SAC,TX,sprfl_mrnevn,2050,0.00
SAC,TX,sprfl_mrnevn,2075,0.00
SAC,TX,sprfl_night,2010,0.00
SAC,TX,sprfl_night,2015,0.00
SAC,TX,sprfl_night,2020,0.00
SAC,TX,sprfl_night,2025,0.00
SAC,TX,sprfl_night,2030,0.00
SAC,TX,sprfl_night,2035,0.00
SAC,TX,sprfl_night,2040,0.00
SAC,TX,sprfl_night,2045,0.00
SAC,TX,sprfl_night,2050,0.00
SAC,TX,sprfl_night,2075,0.00
SAC,TX,wntr_day,2010,0.00
SAC,TX,wntr_day,2015,0.00
SAC,TX,wntr_day,2020,0.00
SAC,TX,wntr_day,2025,0.00
SAC,TX,wntr_day,2030,0.00
SAC,TX,wntr_day,2035,0.00
SAC,TX,wntr_day,2040,0.00
SAC,TX,wntr_day,2045,0.00
SAC,TX,wntr_day,2050,0.00
SAC,TX,wntr_day,2075,0.00
SAC,TX,wntr_mrnevn,2010,0.00
SAC,TX,wntr_mrnevn,2015,0.00
SAC,TX,wntr_mrnevn,2020,0.00
SAC,TX,wntr_mrnevn,2025,0.00
SAC,TX,wntr_mrnevn,2030,0.00
SAC,TX,wntr_mrnevn,2035,0.00
SAC,TX,wntr_mrnevn,2040,0.00
SAC,TX,wntr_mrnevn,2045,0.00
SAC,TX,wntr_mrnevn,2050,0.00
SAC,TX,wntr_mrnevn,2075,0.00
SAC,TX,wntr_night,2010,0.00
SAC,TX,wntr_night,2015,0.00
SAC,TX,wntr_night,2020,0.00
SAC,TX,wntr_night,2025,0.00
SAC,TX,wntr_night,2030,0.00
SAC,TX,wntr_night,2035,0.00
SAC,TX,wntr_night,2040,0.00
SAC,TX,wntr_night,2045,0.00
SAC,TX,wntr_night,2050,0.00
SAC,TX,wntr_night,2075,0.00
SAC,TX,peak,2010,0.00
SAC,TX,peak,2015,0.00
SAC,TX,peak,2020,0.00
SAC,TX,peak,2025,0.00
SAC,TX,peak,2030,0.00
SAC,TX,peak,2035,0.00
SAC,TX,peak,2040,0.00
SAC,TX,peak,2045,0.00
SAC,TX,peak,2050,0.00
SAC,TX,peak,2075,0.00
SAC,WSC,sum_day,2010,1.45
SAC,WSC,sum_day,2015,1.45
SAC,WSC,sum_day,2020,1.45
SAC,WSC,sum_day,2025,1.45
SAC,WSC,sum_day,2030,1.45
SAC,WSC,sum_day,2035,1.45
SAC,WSC,sum_day,2040,1.45
SAC,WSC,sum_day,2045,1.45
SAC,WSC,sum_day,2050,1.45
SAC,WSC,sum_day,2075,1.45
SAC,WSC,sum_mrnevn,2010,1.09
SAC,WSC,sum_mrnevn,2015,0.00
SAC,WSC,sum_mrnevn,2020,1.09
SAC,WSC,sum_mrnevn,2025,1.09
SAC,WSC,sum_mrnevn,2030,1.09
SAC,WSC,sum_mrnevn,2035,1.09
SAC,WSC,sum_mrnevn,2040,0.18
SAC,WSC,sum_mrnevn,2045,0.04
SAC,WSC,sum_mrnevn,2050,0.45
SAC,WSC,sum_mrnevn,2075,1.09
SAC,WSC,sum_night,2010,0.00
SAC,WSC,sum_night,2015,0.23
SAC,WSC,sum_night,2020,0.69
SAC,WSC,sum_night,2025,0.69
SAC,WSC,sum_night,2030,0.69
SAC,WSC,sum_night,2035,0.69
SAC,WSC,sum_night,2040,0.69
SAC,WSC,sum_night,2045,0.69
SAC,WSC,sum_night,2050,0.69
SAC,WSC,sum_night,2075,0.69
SAC,WSC,sprfl_day,2010,0.66
SAC,WSC,sprfl_day,2015,0.00
SAC,WSC,sprfl_day,2020,0.66
SAC,WSC,sprfl_day,2025,0.66
SAC,WSC,sprfl_day,2030,0.66
SAC,WSC,sprfl_day,2035,0.66
SAC,WSC,sprfl_day,2040,0.66
SAC,WSC,sprfl_day,2045,0.66
SAC,WSC,sprfl_day,2050,0.66
SAC,WSC,sprfl_day,2075,0.10
SAC,WSC,sprfl_mrnevn,2010,0.90
SAC,WSC,sprfl_mrnevn,2015,0.00
SAC,WSC,sprfl_mrnevn,2020,0.90
SAC,WSC,sprfl_mrnevn,2025,0.90
SAC,WSC,sprfl_mrnevn,2030,0.90
SAC,WSC,sprfl_mrnevn,2035,0.90
SAC,WSC,sprfl_mrnevn,2040,0.90
SAC,WSC,sprfl_mrnevn,2045,0.90
SAC,WSC,sprfl_mrnevn,2050,0.90
SAC,WSC,sprfl_mrnevn,2075,0.30
SAC,WSC,sprfl_night,2010,0.41
SAC,WSC,sprfl_night,2015,0.41
SAC,WSC,sprfl_night,2020,0.41
SAC,WSC,sprfl_night,2025,0.41
SAC,WSC,sprfl_night,2030,0.41
SAC,WSC,sprfl_night,2035,0.41
SAC,WSC,sprfl_night,2040,0.41
SAC,WSC,sprfl_night,2045,0.41
SAC,WSC,sprfl_night,2050,0.41
SAC,WSC,sprfl_night,2075,0.41
SAC,WSC,wntr_day,2010,0.87
SAC,WSC,wntr_day,2015,0.87
SAC,WSC,wntr_day,2020,0.87
SAC,WSC,wntr_day,2025,0.87
SAC,WSC,wntr_day,2030,0.87
SAC,WSC,wntr_day,2035,0.87
SAC,WSC,wntr_day,2040,0.87
SAC,WSC,wntr_day,2045,0.87
SAC,WSC,wntr_day,2050,0.87
SAC,WSC,wntr_day,2075,0.04
SAC,WSC,wntr_mrnevn,2010,1.20
SAC,WSC,wntr_mrnevn,2015,1.20
SAC,WSC,wntr_mrnevn,2020,1.20
SAC,WSC,wntr_mrnevn,2025,1.20
SAC,WSC,wntr_mrnevn,2030,1.20
SAC,WSC,wntr_mrnevn,2035,1.20
SAC,WSC,wntr_mrnevn,2040,1.20
SAC,WSC,wntr_mrnevn,2045,1.20
SAC,WSC,wntr_mrnevn,2050,1.20
SAC,WSC,wntr_mrnevn,2075,0.57
SAC,WSC,wntr_night,2010,0.00
SAC,WSC,wntr_night,2015,0.00
SAC,WSC,wntr_night,2020,0.54
SAC,WSC,wntr_night,2025,0.54
SAC,WSC,wntr_night,2030,0.54
SAC,WSC,wntr_night,2035,0.54
SAC,WSC,wntr_night,2040,0.54
SAC,WSC,wntr_night,2045,0.54
SAC,WSC,wntr_night,2050,0.54
SAC,WSC,wntr_night,2075,0.54
SAC,WSC,peak,2010,0.08
SAC,WSC,peak,2015,0.00
SAC,WSC,peak,2020,0.08
SAC,WSC,peak,2025,0.08
SAC,WSC,peak,2030,0.08
SAC,WSC,peak,2035,0.08
SAC,WSC,peak,2040,0.08
SAC,WSC,peak,2045,0.06
SAC,WSC,peak,2050,0.08
SAC,WSC,peak,2075,0.00
SAC,MTN,sum_day,2010,0.00
SAC,MTN,sum_day,2015,0.00
SAC,MTN,sum_day,2020,0.00
SAC,MTN,sum_day,2025,0.00
SAC,MTN,sum_day,2030,0.00
SAC,MTN,sum_day,2035,0.00
SAC,MTN,sum_day,2040,0.00
SAC,MTN,sum_day,2045,0.00
SAC,MTN,sum_day,2050,0.00
SAC,MTN,sum_day,2075,0.00
SAC,MTN,sum_mrnevn,2010,0.00
SAC,MTN,sum_mrnevn,2015,0.00
SAC,MTN,sum_mrnevn,2020,0.00
SAC,MTN,sum_mrnevn,2025,0.00
SAC,MTN,sum_mrnevn,2030,0.00
SAC,MTN,sum_mrnevn,2035,0.00
SAC,MTN,sum_mrnevn,2040,0.00
SAC,MTN,sum_mrnevn,2045,0.00
SAC,MTN,sum_mrnevn,2050,0.00
SAC,MTN,sum_mrnevn,2075,0.00
SAC,MTN,sum_night,2010,0.00
SAC,MTN,sum_night,2015,0.00
SAC,MTN,sum_night,2020,0.00
SAC,MTN,sum_night,2025,0.00
SAC,MTN,sum_night,2030,0.00
SAC,MTN,sum_night,2035,0.00
SAC,MTN,sum_night,2040,0.00
SAC,MTN,sum_night,2045,0.00
SAC,MTN,sum_night,2050,0.00
SAC,MTN,sum_night,2075,0.00
SAC,MTN,sprfl_day,2010,0.00
SAC,MTN,sprfl_day,2015,0.00
SAC,MTN,sprfl_day,2020,0.00
SAC,MTN,sprfl_day,2025,0.00
SAC,MTN,sprfl_day,2030,0.00
SAC,MTN,sprfl_day,2035,0.00
SAC,MTN,sprfl_day,2040,0.00
SAC,MTN,sprfl_day,2045,0.00
SAC,MTN,sprfl_day,2050,0.00
SAC,MTN,sprfl_day,2075,0.00
SAC,MTN,sprfl_mrnevn,2010,0.00
SAC,MTN,sprfl_mrnevn,2015,0.00
SAC,MTN,sprfl_mrnevn,2020,0.00
SAC,MTN,sprfl_mrnevn,2025,0.00
SAC,MTN,sprfl_mrnevn,2030,0.00
SAC,MTN,sprfl_mrnevn,2035,0.00
SAC,MTN,sprfl_mrnevn,2040,0.00
SAC,MTN,sprfl_mrnevn,2045,0.00
SAC,MTN,sprfl_mrnevn,2050,0.00
SAC,MTN,sprfl_mrnevn,2075,0.00
SAC,MTN,sprfl_night,2010,0.00
SAC,MTN,sprfl_night,2015,0.00
SAC,MTN,sprfl_night,2020,0.00
SAC,MTN,sprfl_night,2025,0.00
SAC,MTN,sprfl_night,2030,0.00
SAC,MTN,sprfl_night,2035,0.00
SAC,MTN,sprfl_night,2040,0.00
SAC,MTN,sprfl_night,2045,0.00
SAC,MTN,sprfl_night,2050,0.00
SAC,MTN,sprfl_night,2075,0.00
SAC,MTN,wntr_day,2010,0.00
SAC,MTN,wntr_day,2015,0.00
SAC,MTN,wntr_day,2020,0.00
SAC,MTN,wntr_day,2025,0.00
SAC,MTN,wntr_day,2030,0.00
SAC,MTN,wntr_day,2035,0.00
SAC,MTN,wntr_day,2040,0.00
SAC,MTN,wntr_day,2045,0.00
SAC,MTN,wntr_day,2050,0.00
SAC,MTN,wntr_day,2075,0.00
SAC,MTN,wntr_mrnevn,2010,0.00
SAC,MTN,wntr_mrnevn,2015,0.00
SAC,MTN,wntr_mrnevn,2020,0.00
SAC,MTN,wntr_mrnevn,2025,0.00
SAC,MTN,wntr_mrnevn,2030,0.00
SAC,MTN,wntr_mrnevn,2035,0.00
SAC,MTN,wntr_mrnevn,2040,0.00
SAC,MTN,wntr_mrnevn,2045,0.00
SAC,MTN,wntr_mrnevn,2050,0.00
SAC,MTN,wntr_mrnevn,2075,0.00
SAC,MTN,wntr_night,2010,0.00
SAC,MTN,wntr_night,2015,0.00
SAC,MTN,wntr_night,2020,0.00
SAC,MTN,wntr_night,2025,0.00
SAC,MTN,wntr_night,2030,0.00
SAC,MTN,wntr_night,2035,0.00
SAC,MTN,wntr_night,2040,0.00
SAC,MTN,wntr_night,2045,0.00
SAC,MTN,wntr_night,2050,0.00
SAC,MTN,wntr_night,2075,0.00
SAC,MTN,peak,2010,0.00
SAC,MTN,peak,2015,0.00
SAC,MTN,peak,2020,0.00
SAC,MTN,peak,2025,0.00
SAC,MTN,peak,2030,0.00
SAC,MTN,peak,2035,0.00
SAC,MTN,peak,2040,0.00
SAC,MTN,peak,2045,0.00
SAC,MTN,peak,2050,0.00
SAC,MTN,peak,2075,0.00
SAC,CA,sum_day,2010,0.00
SAC,CA,sum_day,2015,0.00
SAC,CA,sum_day,2020,0.00
SAC,CA,sum_day,2025,0.00
SAC,CA,sum_day,2030,0.00
SAC,CA,sum_day,2035,0.00
SAC,CA,sum_day,2040,0.00
SAC,CA,sum_day,2045,0.00
SAC,CA,sum_day,2050,0.00
SAC,CA,sum_day,2075,0.00
SAC,CA,sum_mrnevn,2010,0.00
SAC,CA,sum_mrnevn,2015,0.00
SAC,CA,sum_mrnevn,2020,0.00
SAC,CA,sum_mrnevn,2025,0.00
SAC,CA,sum_mrnevn,2030,0.00
SAC,CA,sum_mrnevn,2035,0.00
SAC,CA,sum_mrnevn,2040,0.00
SAC,CA,sum_mrnevn,2045,0.00
SAC,CA,sum_mrnevn,2050,0.00
SAC,CA,sum_mrnevn,2075,0.00
SAC,CA,sum_night,2010,0.00
SAC,CA,sum_night,2015,0.00
SAC,CA,sum_night,2020,0.00
SAC,CA,sum_night,2025,0.00
SAC,CA,sum_night,2030,0.00
SAC,CA,sum_night,2035,0.00
SAC,CA,sum_night,2040,0.00
SAC,CA,sum_night,2045,0.00
SAC,CA,sum_night,2050,0.00
SAC,CA,sum_night,2075,0.00
SAC,CA,sprfl_day,2010,0.00
SAC,CA,sprfl_day,2015,0.00
SAC,CA,sprfl_day,2020,0.00
SAC,CA,sprfl_day,2025,0.00
SAC,CA,sprfl_day,2030,0.00
SAC,CA,sprfl_day,2035,0.00
SAC,CA,sprfl_day,2040,0.00
SAC,CA,sprfl_day,2045,0.00
SAC,CA,sprfl_day,2050,0.00
SAC,CA,sprfl_day,2075,0.00
SAC,CA,sprfl_mrnevn,2010,0.00
SAC,CA,sprfl_mrnevn,2015,0.00
SAC,CA,sprfl_mrnevn,2020,0.00
SAC,CA,sprfl_mrnevn,2025,0.00
SAC,CA,sprfl_mrnevn,2030,0.00
SAC,CA,sprfl_mrnevn,2035,0.00
SAC,CA,sprfl_mrnevn,2040,0.00
SAC,CA,sprfl_mrnevn,2045,0.00
SAC,CA,sprfl_mrnevn,2050,0.00
SAC,CA,sprfl_mrnevn,2075,0.00
SAC,CA,sprfl_night,2010,0.00
SAC,CA,sprfl_night,2015,0.00
SAC,CA,sprfl_night,2020,0.00
SAC,CA,sprfl_night,2025,0.00
SAC,CA,sprfl_night,2030,0.00
SAC,CA,sprfl_night,2035,0.00
SAC,CA,sprfl_night,2040,0.00
SAC,CA,sprfl_night,2045,0.00
SAC,CA,sprfl_night,2050,0.00
SAC,CA,sprfl_night,2075,0.00
SAC,CA,wntr_day,2010,0.00
SAC,CA,wntr_day,2015,0.00
SAC,CA,wntr_day,2020,0.00
SAC,CA,wntr_day,2025,0.00
SAC,CA,wntr_day,2030,0.00
SAC,CA,wntr_day,2035,0.00
SAC,CA,wntr_day,2040,0.00
SAC,CA,wntr_day,2045,0.00
SAC,CA,wntr_day,2050,0.00
SAC,CA,wntr_day,2075,0.00
SAC,CA,wntr_mrnevn,2010,0.00
SAC,CA,wntr_mrnevn,2015,0.00
SAC,CA,wntr_mrnevn,2020,0.00
SAC,CA,wntr_mrnevn,2025,0.00
SAC,CA,wntr_mrnevn,2030,0.00
SAC,CA,wntr_mrnevn,2035,0.00
SAC,CA,wntr_mrnevn,2040,0.00
SAC,CA,wntr_mrnevn,2045,0.00
SAC,CA,wntr_mrnevn,2050,0.00
SAC,CA,wntr_mrnevn,2075,0.00
SAC,CA,wntr_night,2010,0.00
SAC,CA,wntr_night,2015,0.00
SAC,CA,wntr_night,2020,0.00
SAC,CA,wntr_night,2025,0.00
SAC,CA,wntr_night,2030,0.00
SAC,CA,wntr_night,2035,0.00
SAC,CA,wntr_night,2040,0.00
SAC,CA,wntr_night,2045,0.00
SAC,CA,wntr_night,2050,0.00
SAC,CA,wntr_night,2075,0.00
SAC,CA,peak,2010,0.00
SAC,CA,peak,2015,0.00
SAC,CA,peak,2020,0.00
SAC,CA,peak,2025,0.00
SAC,CA,peak,2030,0.00
SAC,CA,peak,2035,0.00
SAC,CA,peak,2040,0.00
SAC,CA,peak,2045,0.00
SAC,CA,peak,2050,0.00
SAC,CA,peak,2075,0.00
SAC,PAC,sum_day,2010,0.00
SAC,PAC,sum_day,2015,0.00
SAC,PAC,sum_day,2020,0.00
SAC,PAC,sum_day,2025,0.00
SAC,PAC,sum_day,2030,0.00
SAC,PAC,sum_day,2035,0.00
SAC,PAC,sum_day,2040,0.00
SAC,PAC,sum_day,2045,0.00
SAC,PAC,sum_day,2050,0.00
SAC,PAC,sum_day,2075,0.00
SAC,PAC,sum_mrnevn,2010,0.00
SAC,PAC,sum_mrnevn,2015,0.00
SAC,PAC,sum_mrnevn,2020,0.00
SAC,PAC,sum_mrnevn,2025,0.00
SAC,PAC,sum_mrnevn,2030,0.00
SAC,PAC,sum_mrnevn,2035,0.00
SAC,PAC,sum_mrnevn,2040,0.00
SAC,PAC,sum_mrnevn,2045,0.00
SAC,PAC,sum_mrnevn,2050,0.00
SAC,PAC,sum_mrnevn,2075,0.00
SAC,PAC,sum_night,2010,0.00
SAC,PAC,sum_night,2015,0.00
SAC,PAC,sum_night,2020,0.00
SAC,PAC,sum_night,2025,0.00
SAC,PAC,sum_night,2030,0.00
SAC,PAC,sum_night,2035,0.00
SAC,PAC,sum_night,2040,0.00
SAC,PAC,sum_night,2045,0.00
SAC,PAC,sum_night,2050,0.00
SAC,PAC,sum_night,2075,0.00
SAC,PAC,sprfl_day,2010,0.00
SAC,PAC,sprfl_day,2015,0.00
SAC,PAC,sprfl_day,2020,0.00
SAC,PAC,sprfl_day,2025,0.00
SAC,PAC,sprfl_day,2030,0.00
SAC,PAC,sprfl_day,2035,0.00
SAC,PAC,sprfl_day,2040,0.00
SAC,PAC,sprfl_day,2045,0.00
SAC,PAC,sprfl_day,2050,0.00
SAC,PAC,sprfl_day,2075,0.00
SAC,PAC,sprfl_mrnevn,2010,0.00
SAC,PAC,sprfl_mrnevn,2015,0.00
SAC,PAC,sprfl_mrnevn,2020,0.00
SAC,PAC,sprfl_mrnevn,2025,0.00
SAC,PAC,sprfl_mrnevn,2030,0.00
SAC,PAC,sprfl_mrnevn,2035,0.00
SAC,PAC,sprfl_mrnevn,2040,0.00
SAC,PAC,sprfl_mrnevn,2045,0.00
SAC,PAC,sprfl_mrnevn,2050,0.00
SAC,PAC,sprfl_mrnevn,2075,0.00
SAC,PAC,sprfl_night,2010,0.00
SAC,PAC,sprfl_night,2015,0.00
SAC,PAC,sprfl_night,2020,0.00
SAC,PAC,sprfl_night,2025,0.00
SAC,PAC,sprfl_night,2030,0.00
SAC,PAC,sprfl_night,2035,0.00
SAC,PAC,sprfl_night,2040,0.00
SAC,PAC,sprfl_night,2045,0.00
SAC,PAC,sprfl_night,2050,0.00
SAC,PAC,sprfl_night,2075,0.00
SAC,PAC,wntr_day,2010,0.00
SAC,PAC,wntr_day,2015,0.00
SAC,PAC,wntr_day,2020,0.00
SAC,PAC,wntr_day,2025,0.00
SAC,PAC,wntr_day,2030,0.00
SAC,PAC,wntr_day,2035,0.00
SAC,PAC,wntr_day,2040,0.00
SAC,PAC,wntr_day,2045,0.00
SAC,PAC,wntr_day,2050,0.00
SAC,PAC,wntr_day,2075,0.00
SAC,PAC,wntr_mrnevn,2010,0.00
SAC,PAC,wntr_mrnevn,2015,0.00
SAC,PAC,wntr_mrnevn,2020,0.00
SAC,PAC,wntr_mrnevn,2025,0.00
SAC,PAC,wntr_mrnevn,2030,0.00
SAC,PAC,wntr_mrnevn,2035,0.00
SAC,PAC,wntr_mrnevn,2040,0.00
SAC,PAC,wntr_mrnevn,2045,0.00
SAC,PAC,wntr_mrnevn,2050,0.00
SAC,PAC,wntr_mrnevn,2075,0.00
SAC,PAC,wntr_night,2010,0.00
SAC,PAC,wntr_night,2015,0.00
SAC,PAC,wntr_night,2020,0.00
SAC,PAC,wntr_night,2025,0.00
SAC,PAC,wntr_night,2030,0.00
SAC,PAC,wntr_night,2035,0.00
SAC,PAC,wntr_night,2040,0.00
SAC,PAC,wntr_night,2045,0.00
SAC,PAC,wntr_night,2050,0.00
SAC,PAC,wntr_night,2075,0.00
SAC,PAC,peak,2010,0.00
SAC,PAC,peak,2015,0.00
SAC,PAC,peak,2020,0.00
SAC,PAC,peak,2025,0.00
SAC,PAC,peak,2030,0.00
SAC,PAC,peak,2035,0.00
SAC,PAC,peak,2040,0.00
SAC,PAC,peak,2045,0.00
SAC,PAC,peak,2050,0.00
SAC,PAC,peak,2075,0.00
ESC,NEG,sum_day,2010,0.00
ESC,NEG,sum_day,2015,0.00
ESC,NEG,sum_day,2020,0.00
ESC,NEG,sum_day,2025,0.00
ESC,NEG,sum_day,2030,0.00
ESC,NEG,sum_day,2035,0.00
ESC,NEG,sum_day,2040,0.00
ESC,NEG,sum_day,2045,0.00
ESC,NEG,sum_day,2050,0.00
ESC,NEG,sum_day,2075,0.00
ESC,NEG,sum_mrnevn,2010,0.00
ESC,NEG,sum_mrnevn,2015,0.00
ESC,NEG,sum_mrnevn,2020,0.00
ESC,NEG,sum_mrnevn,2025,0.00
ESC,NEG,sum_mrnevn,2030,0.00
ESC,NEG,sum_mrnevn,2035,0.00
