region,destination,load_segment,time
ENC,TX,wntr_mrnevn,2025,0.00
ENC,TX,wntr_mrnevn,2030,0.00
ENC,TX,wntr_mrnevn,2035,0.00
ENC,TX,wntr_mrnevn,2040,0.00
ENC,TX,wntr_mrnevn,2045,0.00
ENC,TX,wntr_mrnevn,2050,0.00
ENC,TX,wntr_mrnevn,2075,0.00
ENC,TX,wntr_night,2010,0.00
ENC,TX,wntr_night,2015,0.00
ENC,TX,wntr_night,2020,0.00
ENC,TX,wntr_night,2025,0.00
ENC,TX,wntr_night,2030,0.00
ENC,TX,wntr_night,2035,0.00
ENC,TX,wntr_night,2040,0.00
ENC,TX,wntr_night,2045,0.00
ENC,TX,wntr_night,2050,0.00
ENC,TX,wntr_night,2075,0.00
ENC,TX,peak,2010,0.00
ENC,TX,peak,2015,0.00
ENC,TX,peak,2020,0.00
ENC,TX,peak,2025,0.00
ENC,TX,peak,2030,0.00
ENC,TX,peak,2035,0.00
ENC,TX,peak,2040,0.00
ENC,TX,peak,2045,0.00
ENC,TX,peak,2050,0.00
ENC,TX,peak,2075,0.00
ENC,WSC,sum_day,2010,0.54
ENC,WSC,sum_day,2015,0.70
ENC,WSC,sum_day,2020,0.70
ENC,WSC,sum_day,2025,0.70
ENC,WSC,sum_day,2030,0.09
ENC,WSC,sum_day,2035,0.00
ENC,WSC,sum_day,2040,0.00
ENC,WSC,sum_day,2045,0.00
ENC,WSC,sum_day,2050,0.00
ENC,WSC,sum_day,2075,0.70
ENC,WSC,sum_mrnevn,2010,0.00
ENC,WSC,sum_mrnevn,2015,0.00
ENC,WSC,sum_mrnevn,2020,0.53
ENC,WSC,sum_mrnevn,2025,0.53
ENC,WSC,sum_mrnevn,2030,0.53
ENC,WSC,sum_mrnevn,2035,0.00
ENC,WSC,sum_mrnevn,2040,0.00
ENC,WSC,sum_mrnevn,2045,0.00
ENC,WSC,sum_mrnevn,2050,0.00
ENC,WSC,sum_mrnevn,2075,0.53
ENC,WSC,sum_night,2010,0.00
ENC,WSC,sum_night,2015,0.00
ENC,WSC,sum_night,2020,0.34
ENC,WSC,sum_night,2025,0.34
ENC,WSC,sum_night,2030,0.00
ENC,WSC,sum_night,2035,0.00
ENC,WSC,sum_night,2040,0.00
ENC,WSC,sum_night,2045,0.00
ENC,WSC,sum_night,2050,0.00
ENC,WSC,sum_night,2075,0.00
ENC,WSC,sprfl_day,2010,0.32
ENC,WSC,sprfl_day,2015,0.00
ENC,WSC,sprfl_day,2020,0.32
ENC,WSC,sprfl_day,2025,0.32
ENC,WSC,sprfl_day,2030,0.32
ENC,WSC,sprfl_day,2035,0.00
ENC,WSC,sprfl_day,2040,0.00
ENC,WSC,sprfl_day,2045,0.00
ENC,WSC,sprfl_day,2050,0.00
ENC,WSC,sprfl_day,2075,0.16
ENC,WSC,sprfl_mrnevn,2010,0.00
ENC,WSC,sprfl_mrnevn,2015,0.00
ENC,WSC,sprfl_mrnevn,2020,0.44
ENC,WSC,sprfl_mrnevn,2025,0.44
ENC,WSC,sprfl_mrnevn,2030,0.00
ENC,WSC,sprfl_mrnevn,2035,0.00
ENC,WSC,sprfl_mrnevn,2040,0.44
ENC,WSC,sprfl_mrnevn,2045,0.44
ENC,WSC,sprfl_mrnevn,2050,0.44
ENC,WSC,sprfl_mrnevn,2075,0.00
ENC,WSC,sprfl_night,2010,0.00
ENC,WSC,sprfl_night,2015,0.00
ENC,WSC,sprfl_night,2020,0.20
ENC,WSC,sprfl_night,2025,0.20
ENC,WSC,sprfl_night,2030,0.00
ENC,WSC,sprfl_night,2035,0.20
ENC,WSC,sprfl_night,2040,0.20
ENC,WSC,sprfl_night,2045,0.20
ENC,WSC,sprfl_night,2050,0.20
ENC,WSC,sprfl_night,2075,0.00
ENC,WSC,wntr_day,2010,0.42
ENC,WSC,wntr_day,2015,0.42
ENC,WSC,wntr_day,2020,0.42
ENC,WSC,wntr_day,2025,0.42
ENC,WSC,wntr_day,2030,0.42
ENC,WSC,wntr_day,2035,0.00
ENC,WSC,wntr_day,2040,0.00
ENC,WSC,wntr_day,2045,0.00
ENC,WSC,wntr_day,2050,0.00
ENC,WSC,wntr_day,2075,0.42
ENC,WSC,wntr_mrnevn,2010,0.58
ENC,WSC,wntr_mrnevn,2015,0.58
ENC,WSC,wntr_mrnevn,2020,0.58
ENC,WSC,wntr_mrnevn,2025,0.58
ENC,WSC,wntr_mrnevn,2030,0.58
ENC,WSC,wntr_mrnevn,2035,0.00
ENC,WSC,wntr_mrnevn,2040,0.00
ENC,WSC,wntr_mrnevn,2045,0.00
ENC,WSC,wntr_mrnevn,2050,0.00
ENC,WSC,wntr_mrnevn,2075,0.00
ENC,WSC,wntr_night,2010,0.00
ENC,WSC,wntr_night,2015,0.00
ENC,WSC,wntr_night,2020,0.27
ENC,WSC,wntr_night,2025,0.27
ENC,WSC,wntr_night,2030,0.00
ENC,WSC,wntr_night,2035,0.27
ENC,WSC,wntr_night,2040,0.27
ENC,WSC,wntr_night,2045,0.27
ENC,WSC,wntr_night,2050,0.27
ENC,WSC,wntr_night,2075,0.27
ENC,WSC,peak,2010,0.04
ENC,WSC,peak,2015,0.00
ENC,WSC,peak,2020,0.04
ENC,WSC,peak,2025,0.04
ENC,WSC,peak,2030,0.04
ENC,WSC,peak,2035,0.04
ENC,WSC,peak,2040,0.00
ENC,WSC,peak,2045,0.00
ENC,WSC,peak,2050,0.00
ENC,WSC,peak,2075,0.00
ENC,MTN,sum_day,2010,0.00
ENC,MTN,sum_day,2015,0.00
ENC,MTN,sum_day,2020,0.00
ENC,MTN,sum_day,2025,0.00
ENC,MTN,sum_day,2030,0.00
ENC,MTN,sum_day,2035,0.00
ENC,MTN,sum_day,2040,0.00
ENC,MTN,sum_day,2045,0.00
ENC,MTN,sum_day,2050,0.00
ENC,MTN,sum_day,2075,0.00
ENC,MTN,sum_mrnevn,2010,0.00
ENC,MTN,sum_mrnevn,2015,0.00
ENC,MTN,sum_mrnevn,2020,0.00
ENC,MTN,sum_mrnevn,2025,0.00
ENC,MTN,sum_mrnevn,2030,0.00
ENC,MTN,sum_mrnevn,2035,0.00
ENC,MTN,sum_mrnevn,2040,0.00
ENC,MTN,sum_mrnevn,2045,0.00
ENC,MTN,sum_mrnevn,2050,0.00
ENC,MTN,sum_mrnevn,2075,0.00
ENC,MTN,sum_night,2010,0.00
ENC,MTN,sum_night,2015,0.00
ENC,MTN,sum_night,2020,0.00
ENC,MTN,sum_night,2025,0.00
ENC,MTN,sum_night,2030,0.00
ENC,MTN,sum_night,2035,0.00
ENC,MTN,sum_night,2040,0.00
ENC,MTN,sum_night,2045,0.00
ENC,MTN,sum_night,2050,0.00
ENC,MTN,sum_night,2075,0.00
ENC,MTN,sprfl_day,2010,0.00
ENC,MTN,sprfl_day,2015,0.00
ENC,MTN,sprfl_day,2020,0.00
ENC,MTN,sprfl_day,2025,0.00
ENC,MTN,sprfl_day,2030,0.00
ENC,MTN,sprfl_day,2035,0.00
ENC,MTN,sprfl_day,2040,0.00
ENC,MTN,sprfl_day,2045,0.00
ENC,MTN,sprfl_day,2050,0.00
ENC,MTN,sprfl_day,2075,0.00
ENC,MTN,sprfl_mrnevn,2010,0.00
ENC,MTN,sprfl_mrnevn,2015,0.00
ENC,MTN,sprfl_mrnevn,2020,0.00
ENC,MTN,sprfl_mrnevn,2025,0.00
ENC,MTN,sprfl_mrnevn,2030,0.00
ENC,MTN,sprfl_mrnevn,2035,0.00
ENC,MTN,sprfl_mrnevn,2040,0.00
ENC,MTN,sprfl_mrnevn,2045,0.00
ENC,MTN,sprfl_mrnevn,2050,0.00
ENC,MTN,sprfl_mrnevn,2075,0.00
ENC,MTN,sprfl_night,2010,0.00
ENC,MTN,sprfl_night,2015,0.00
ENC,MTN,sprfl_night,2020,0.00
ENC,MTN,sprfl_night,2025,0.00
ENC,MTN,sprfl_night,2030,0.00
ENC,MTN,sprfl_night,2035,0.00
ENC,MTN,sprfl_night,2040,0.00
ENC,MTN,sprfl_night,2045,0.00
ENC,MTN,sprfl_night,2050,0.00
ENC,MTN,sprfl_night,2075,0.00
ENC,MTN,wntr_day,2010,0.00
ENC,MTN,wntr_day,2015,0.00
ENC,MTN,wntr_day,2020,0.00
ENC,MTN,wntr_day,2025,0.00
ENC,MTN,wntr_day,2030,0.00
ENC,MTN,wntr_day,2035,0.00
ENC,MTN,wntr_day,2040,0.00
ENC,MTN,wntr_day,2045,0.00
ENC,MTN,wntr_day,2050,0.00
ENC,MTN,wntr_day,2075,0.00
ENC,MTN,wntr_mrnevn,2010,0.00
ENC,MTN,wntr_mrnevn,2015,0.00
ENC,MTN,wntr_mrnevn,2020,0.00
ENC,MTN,wntr_mrnevn,2025,0.00
ENC,MTN,wntr_mrnevn,2030,0.00
ENC,MTN,wntr_mrnevn,2035,0.00
ENC,MTN,wntr_mrnevn,2040,0.00
ENC,MTN,wntr_mrnevn,2045,0.00
ENC,MTN,wntr_mrnevn,2050,0.00
ENC,MTN,wntr_mrnevn,2075,0.00
ENC,MTN,wntr_night,2010,0.00
ENC,MTN,wntr_night,2015,0.00
ENC,MTN,wntr_night,2020,0.00
ENC,MTN,wntr_night,2025,0.00
ENC,MTN,wntr_night,2030,0.00
ENC,MTN,wntr_night,2035,0.00
ENC,MTN,wntr_night,2040,0.00
ENC,MTN,wntr_night,2045,0.00
ENC,MTN,wntr_night,2050,0.00
ENC,MTN,wntr_night,2075,0.00
ENC,MTN,peak,2010,0.00
ENC,MTN,peak,2015,0.00
ENC,MTN,peak,2020,0.00
ENC,MTN,peak,2025,0.00
ENC,MTN,peak,2030,0.00
ENC,MTN,peak,2035,0.00
ENC,MTN,peak,2040,0.00
ENC,MTN,peak,2045,0.00
ENC,MTN,peak,2050,0.00
ENC,MTN,peak,2075,0.00
ENC,CA,sum_day,2010,0.00
ENC,CA,sum_day,2015,0.00
ENC,CA,sum_day,2020,0.00
ENC,CA,sum_day,2025,0.00
ENC,CA,sum_day,2030,0.00
ENC,CA,sum_day,2035,0.00
ENC,CA,sum_day,2040,0.00
ENC,CA,sum_day,2045,0.00
ENC,CA,sum_day,2050,0.00
ENC,CA,sum_day,2075,0.00
ENC,CA,sum_mrnevn,2010,0.00
ENC,CA,sum_mrnevn,2015,0.00
ENC,CA,sum_mrnevn,2020,0.00
ENC,CA,sum_mrnevn,2025,0.00
ENC,CA,sum_mrnevn,2030,0.00
ENC,CA,sum_mrnevn,2035,0.00
ENC,CA,sum_mrnevn,2040,0.00
ENC,CA,sum_mrnevn,2045,0.00
ENC,CA,sum_mrnevn,2050,0.00
ENC,CA,sum_mrnevn,2075,0.00
ENC,CA,sum_night,2010,0.00
ENC,CA,sum_night,2015,0.00
ENC,CA,sum_night,2020,0.00
ENC,CA,sum_night,2025,0.00
ENC,CA,sum_night,2030,0.00
ENC,CA,sum_night,2035,0.00
ENC,CA,sum_night,2040,0.00
ENC,CA,sum_night,2045,0.00
ENC,CA,sum_night,2050,0.00
ENC,CA,sum_night,2075,0.00
ENC,CA,sprfl_day,2010,0.00
ENC,CA,sprfl_day,2015,0.00
ENC,CA,sprfl_day,2020,0.00
ENC,CA,sprfl_day,2025,0.00
ENC,CA,sprfl_day,2030,0.00
ENC,CA,sprfl_day,2035,0.00
ENC,CA,sprfl_day,2040,0.00
ENC,CA,sprfl_day,2045,0.00
ENC,CA,sprfl_day,2050,0.00
ENC,CA,sprfl_day,2075,0.00
ENC,CA,sprfl_mrnevn,2010,0.00
ENC,CA,sprfl_mrnevn,2015,0.00
ENC,CA,sprfl_mrnevn,2020,0.00
ENC,CA,sprfl_mrnevn,2025,0.00
ENC,CA,sprfl_mrnevn,2030,0.00
ENC,CA,sprfl_mrnevn,2035,0.00
ENC,CA,sprfl_mrnevn,2040,0.00
ENC,CA,sprfl_mrnevn,2045,0.00
ENC,CA,sprfl_mrnevn,2050,0.00
ENC,CA,sprfl_mrnevn,2075,0.00
ENC,CA,sprfl_night,2010,0.00
ENC,CA,sprfl_night,2015,0.00
ENC,CA,sprfl_night,2020,0.00
ENC,CA,sprfl_night,2025,0.00
ENC,CA,sprfl_night,2030,0.00
ENC,CA,sprfl_night,2035,0.00
ENC,CA,sprfl_night,2040,0.00
ENC,CA,sprfl_night,2045,0.00
ENC,CA,sprfl_night,2050,0.00
ENC,CA,sprfl_night,2075,0.00
ENC,CA,wntr_day,2010,0.00
ENC,CA,wntr_day,2015,0.00
ENC,CA,wntr_day,2020,0.00
ENC,CA,wntr_day,2025,0.00
ENC,CA,wntr_day,2030,0.00
ENC,CA,wntr_day,2035,0.00
ENC,CA,wntr_day,2040,0.00
ENC,CA,wntr_day,2045,0.00
ENC,CA,wntr_day,2050,0.00
ENC,CA,wntr_day,2075,0.00
ENC,CA,wntr_mrnevn,2010,0.00
ENC,CA,wntr_mrnevn,2015,0.00
ENC,CA,wntr_mrnevn,2020,0.00
ENC,CA,wntr_mrnevn,2025,0.00
ENC,CA,wntr_mrnevn,2030,0.00
ENC,CA,wntr_mrnevn,2035,0.00
ENC,CA,wntr_mrnevn,2040,0.00
ENC,CA,wntr_mrnevn,2045,0.00
ENC,CA,wntr_mrnevn,2050,0.00
ENC,CA,wntr_mrnevn,2075,0.00
ENC,CA,wntr_night,2010,0.00
ENC,CA,wntr_night,2015,0.00
ENC,CA,wntr_night,2020,0.00
ENC,CA,wntr_night,2025,0.00
ENC,CA,wntr_night,2030,0.00
ENC,CA,wntr_night,2035,0.00
ENC,CA,wntr_night,2040,0.00
ENC,CA,wntr_night,2045,0.00
ENC,CA,wntr_night,2050,0.00
ENC,CA,wntr_night,2075,0.00
ENC,CA,peak,2010,0.00
ENC,CA,peak,2015,0.00
ENC,CA,peak,2020,0.00
ENC,CA,peak,2025,0.00
ENC,CA,peak,2030,0.00
ENC,CA,peak,2035,0.00
ENC,CA,peak,2040,0.00
ENC,CA,peak,2045,0.00
ENC,CA,peak,2050,0.00
ENC,CA,peak,2075,0.00
ENC,PAC,sum_day,2010,0.00
ENC,PAC,sum_day,2015,0.00
ENC,PAC,sum_day,2020,0.00
ENC,PAC,sum_day,2025,0.00
ENC,PAC,sum_day,2030,0.00
ENC,PAC,sum_day,2035,0.00
ENC,PAC,sum_day,2040,0.00
ENC,PAC,sum_day,2045,0.00
ENC,PAC,sum_day,2050,0.00
ENC,PAC,sum_day,2075,0.00
ENC,PAC,sum_mrnevn,2010,0.00
ENC,PAC,sum_mrnevn,2015,0.00
ENC,PAC,sum_mrnevn,2020,0.00
ENC,PAC,sum_mrnevn,2025,0.00
ENC,PAC,sum_mrnevn,2030,0.00
ENC,PAC,sum_mrnevn,2035,0.00
ENC,PAC,sum_mrnevn,2040,0.00
ENC,PAC,sum_mrnevn,2045,0.00
ENC,PAC,sum_mrnevn,2050,0.00
ENC,PAC,sum_mrnevn,2075,0.00
ENC,PAC,sum_night,2010,0.00
ENC,PAC,sum_night,2015,0.00
ENC,PAC,sum_night,2020,0.00
ENC,PAC,sum_night,2025,0.00
ENC,PAC,sum_night,2030,0.00
ENC,PAC,sum_night,2035,0.00
ENC,PAC,sum_night,2040,0.00
ENC,PAC,sum_night,2045,0.00
ENC,PAC,sum_night,2050,0.00
ENC,PAC,sum_night,2075,0.00
ENC,PAC,sprfl_day,2010,0.00
ENC,PAC,sprfl_day,2015,0.00
ENC,PAC,sprfl_day,2020,0.00
ENC,PAC,sprfl_day,2025,0.00
ENC,PAC,sprfl_day,2030,0.00
ENC,PAC,sprfl_day,2035,0.00
ENC,PAC,sprfl_day,2040,0.00
ENC,PAC,sprfl_day,2045,0.00
ENC,PAC,sprfl_day,2050,0.00
ENC,PAC,sprfl_day,2075,0.00
ENC,PAC,sprfl_mrnevn,2010,0.00
ENC,PAC,sprfl_mrnevn,2015,0.00
ENC,PAC,sprfl_mrnevn,2020,0.00
ENC,PAC,sprfl_mrnevn,2025,0.00
ENC,PAC,sprfl_mrnevn,2030,0.00
ENC,PAC,sprfl_mrnevn,2035,0.00
ENC,PAC,sprfl_mrnevn,2040,0.00
ENC,PAC,sprfl_mrnevn,2045,0.00
ENC,PAC,sprfl_mrnevn,2050,0.00
ENC,PAC,sprfl_mrnevn,2075,0.00
ENC,PAC,sprfl_night,2010,0.00
ENC,PAC,sprfl_night,2015,0.00
ENC,PAC,sprfl_night,2020,0.00
ENC,PAC,sprfl_night,2025,0.00
ENC,PAC,sprfl_night,2030,0.00
ENC,PAC,sprfl_night,2035,0.00
ENC,PAC,sprfl_night,2040,0.00
ENC,PAC,sprfl_night,2045,0.00
ENC,PAC,sprfl_night,2050,0.00
ENC,PAC,sprfl_night,2075,0.00
ENC,PAC,wntr_day,2010,0.00
ENC,PAC,wntr_day,2015,0.00
ENC,PAC,wntr_day,2020,0.00
ENC,PAC,wntr_day,2025,0.00
ENC,PAC,wntr_day,2030,0.00
ENC,PAC,wntr_day,2035,0.00
ENC,PAC,wntr_day,2040,0.00
ENC,PAC,wntr_day,2045,0.00
ENC,PAC,wntr_day,2050,0.00
ENC,PAC,wntr_day,2075,0.00
ENC,PAC,wntr_mrnevn,2010,0.00
ENC,PAC,wntr_mrnevn,2015,0.00
ENC,PAC,wntr_mrnevn,2020,0.00
ENC,PAC,wntr_mrnevn,2025,0.00
ENC,PAC,wntr_mrnevn,2030,0.00
ENC,PAC,wntr_mrnevn,2035,0.00
ENC,PAC,wntr_mrnevn,2040,0.00
ENC,PAC,wntr_mrnevn,2045,0.00
ENC,PAC,wntr_mrnevn,2050,0.00
ENC,PAC,wntr_mrnevn,2075,0.00
ENC,PAC,wntr_night,2010,0.00
ENC,PAC,wntr_night,2015,0.00
ENC,PAC,wntr_night,2020,0.00
ENC,PAC,wntr_night,2025,0.00
ENC,PAC,wntr_night,2030,0.00
ENC,PAC,wntr_night,2035,0.00
ENC,PAC,wntr_night,2040,0.00
ENC,PAC,wntr_night,2045,0.00
ENC,PAC,wntr_night,2050,0.00
ENC,PAC,wntr_night,2075,0.00
ENC,PAC,peak,2010,0.00
ENC,PAC,peak,2015,0.00
ENC,PAC,peak,2020,0.00
ENC,PAC,peak,2025,0.00
ENC,PAC,peak,2030,0.00
ENC,PAC,peak,2035,0.00
ENC,PAC,peak,2040,0.00
ENC,PAC,peak,2045,0.00
ENC,PAC,peak,2050,0.00
ENC,PAC,peak,2075,0.00
WNC,NEG,sum_day,2010,0.00
WNC,NEG,sum_day,2015,0.00
WNC,NEG,sum_day,2020,0.00
WNC,NEG,sum_day,2025,0.00
WNC,NEG,sum_day,2030,0.00
WNC,NEG,sum_day,2035,0.00
WNC,NEG,sum_day,2040,0.00
WNC,NEG,sum_day,2045,0.00
WNC,NEG,sum_day,2050,0.00
WNC,NEG,sum_day,2075,0.00
WNC,NEG,sum_mrnevn,2010,0.00
WNC,NEG,sum_mrnevn,2015,0.00
WNC,NEG,sum_mrnevn,2020,0.00
WNC,NEG,sum_mrnevn,2025,0.00
WNC,NEG,sum_mrnevn,2030,0.00
WNC,NEG,sum_mrnevn,2035,0.00
WNC,NEG,sum_mrnevn,2040,0.00
WNC,NEG,sum_mrnevn,2045,0.00
WNC,NEG,sum_mrnevn,2050,0.00
WNC,NEG,sum_mrnevn,2075,0.00
WNC,NEG,sum_night,2010,0.00
WNC,NEG,sum_night,2015,0.00
WNC,NEG,sum_night,2020,0.00
WNC,NEG,sum_night,2025,0.00
WNC,NEG,sum_night,2030,0.00
WNC,NEG,sum_night,2035,0.00
WNC,NEG,sum_night,2040,0.00
WNC,NEG,sum_night,2045,0.00
WNC,NEG,sum_night,2050,0.00
WNC,NEG,sum_night,2075,0.00
WNC,NEG,sprfl_day,2010,0.00
WNC,NEG,sprfl_day,2015,0.00
WNC,NEG,sprfl_day,2020,0.00
WNC,NEG,sprfl_day,2025,0.00
WNC,NEG,sprfl_day,2030,0.00
WNC,NEG,sprfl_day,2035,0.00
WNC,NEG,sprfl_day,2040,0.00
WNC,NEG,sprfl_day,2045,0.00
WNC,NEG,sprfl_day,2050,0.00
WNC,NEG,sprfl_day,2075,0.00
WNC,NEG,sprfl_mrnevn,2010,0.00
WNC,NEG,sprfl_mrnevn,2015,0.00
WNC,NEG,sprfl_mrnevn,2020,0.00
WNC,NEG,sprfl_mrnevn,2025,0.00
WNC,NEG,sprfl_mrnevn,2030,0.00
WNC,NEG,sprfl_mrnevn,2035,0.00
WNC,NEG,sprfl_mrnevn,2040,0.00
WNC,NEG,sprfl_mrnevn,2045,0.00
WNC,NEG,sprfl_mrnevn,2050,0.00
WNC,NEG,sprfl_mrnevn,2075,0.00
WNC,NEG,sprfl_night,2010,0.00
WNC,NEG,sprfl_night,2015,0.00
WNC,NEG,sprfl_night,2020,0.00
WNC,NEG,sprfl_night,2025,0.00
WNC,NEG,sprfl_night,2030,0.00
WNC,NEG,sprfl_night,2035,0.00
WNC,NEG,sprfl_night,2040,0.00
WNC,NEG,sprfl_night,2045,0.00
WNC,NEG,sprfl_night,2050,0.00
WNC,NEG,sprfl_night,2075,0.00
WNC,NEG,wntr_day,2010,0.00
WNC,NEG,wntr_day,2015,0.00
WNC,NEG,wntr_day,2020,0.00
WNC,NEG,wntr_day,2025,0.00
WNC,NEG,wntr_day,2030,0.00
WNC,NEG,wntr_day,2035,0.00
WNC,NEG,wntr_day,2040,0.00
WNC,NEG,wntr_day,2045,0.00
WNC,NEG,wntr_day,2050,0.00
WNC,NEG,wntr_day,2075,0.00
WNC,NEG,wntr_mrnevn,2010,0.00
WNC,NEG,wntr_mrnevn,2015,0.00
WNC,NEG,wntr_mrnevn,2020,0.00
WNC,NEG,wntr_mrnevn,2025,0.00
WNC,NEG,wntr_mrnevn,2030,0.00
WNC,NEG,wntr_mrnevn,2035,0.00
WNC,NEG,wntr_mrnevn,2040,0.00
WNC,NEG,wntr_mrnevn,2045,0.00
WNC,NEG,wntr_mrnevn,2050,0.00
WNC,NEG,wntr_mrnevn,2075,0.00
WNC,NEG,wntr_night,2010,0.00
WNC,NEG,wntr_night,2015,0.00
WNC,NEG,wntr_night,2020,0.00
WNC,NEG,wntr_night,2025,0.00
WNC,NEG,wntr_night,2030,0.00
WNC,NEG,wntr_night,2035,0.00
WNC,NEG,wntr_night,2040,0.00
WNC,NEG,wntr_night,2045,0.00
WNC,NEG,wntr_night,2050,0.00
WNC,NEG,wntr_night,2075,0.00
WNC,NEG,peak,2010,0.00
WNC,NEG,peak,2015,0.00
WNC,NEG,peak,2020,0.00
WNC,NEG,peak,2025,0.00
WNC,NEG,peak,2030,0.00
WNC,NEG,peak,2035,0.00
WNC,NEG,peak,2040,0.00
WNC,NEG,peak,2045,0.00
WNC,NEG,peak,2050,0.00
WNC,NEG,peak,2075,0.00
WNC,NY,sum_day,2010,0.00
WNC,NY,sum_day,2015,0.00
WNC,NY,sum_day,2020,0.00
WNC,NY,sum_day,2025,0.00
WNC,NY,sum_day,2030,0.00
WNC,NY,sum_day,2035,0.00
WNC,NY,sum_day,2040,0.00
WNC,NY,sum_day,2045,0.00
WNC,NY,sum_day,2050,0.00
WNC,NY,sum_day,2075,0.00
WNC,NY,sum_mrnevn,2010,0.00
WNC,NY,sum_mrnevn,2015,0.00
WNC,NY,sum_mrnevn,2020,0.00
WNC,NY,sum_mrnevn,2025,0.00
WNC,NY,sum_mrnevn,2030,0.00
WNC,NY,sum_mrnevn,2035,0.00
WNC,NY,sum_mrnevn,2040,0.00
WNC,NY,sum_mrnevn,2045,0.00
WNC,NY,sum_mrnevn,2050,0.00
WNC,NY,sum_mrnevn,2075,0.00
WNC,NY,sum_night,2010,0.00
WNC,NY,sum_night,2015,0.00
WNC,NY,sum_night,2020,0.00
WNC,NY,sum_night,2025,0.00
WNC,NY,sum_night,2030,0.00
WNC,NY,sum_night,2035,0.00
WNC,NY,sum_night,2040,0.00
WNC,NY,sum_night,2045,0.00
WNC,NY,sum_night,2050,0.00
WNC,NY,sum_night,2075,0.00
WNC,NY,sprfl_day,2010,0.00
WNC,NY,sprfl_day,2015,0.00
WNC,NY,sprfl_day,2020,0.00
WNC,NY,sprfl_day,2025,0.00
WNC,NY,sprfl_day,2030,0.00
WNC,NY,sprfl_day,2035,0.00
WNC,NY,sprfl_day,2040,0.00
WNC,NY,sprfl_day,2045,0.00
WNC,NY,sprfl_day,2050,0.00
WNC,NY,sprfl_day,2075,0.00
WNC,NY,sprfl_mrnevn,2010,0.00
WNC,NY,sprfl_mrnevn,2015,0.00
WNC,NY,sprfl_mrnevn,2020,0.00
WNC,NY,sprfl_mrnevn,2025,0.00
WNC,NY,sprfl_mrnevn,2030,0.00
WNC,NY,sprfl_mrnevn,2035,0.00
WNC,NY,sprfl_mrnevn,2040,0.00
WNC,NY,sprfl_mrnevn,2045,0.00
WNC,NY,sprfl_mrnevn,2050,0.00
WNC,NY,sprfl_mrnevn,2075,0.00
WNC,NY,sprfl_night,2010,0.00
WNC,NY,sprfl_night,2015,0.00
WNC,NY,sprfl_night,2020,0.00
WNC,NY,sprfl_night,2025,0.00
WNC,NY,sprfl_night,2030,0.00
WNC,NY,sprfl_night,2035,0.00
WNC,NY,sprfl_night,2040,0.00
WNC,NY,sprfl_night,2045,0.00
WNC,NY,sprfl_night,2050,0.00
WNC,NY,sprfl_night,2075,0.00
WNC,NY,wntr_day,2010,0.00
WNC,NY,wntr_day,2015,0.00
WNC,NY,wntr_day,2020,0.00
WNC,NY,wntr_day,2025,0.00
WNC,NY,wntr_day,2030,0.00
WNC,NY,wntr_day,2035,0.00
WNC,NY,wntr_day,2040,0.00
WNC,NY,wntr_day,2045,0.00
WNC,NY,wntr_day,2050,0.00
WNC,NY,wntr_day,2075,0.00
WNC,NY,wntr_mrnevn,2010,0.00
WNC,NY,wntr_mrnevn,2015,0.00
WNC,NY,wntr_mrnevn,2020,0.00
WNC,NY,wntr_mrnevn,2025,0.00
WNC,NY,wntr_mrnevn,2030,0.00
WNC,NY,wntr_mrnevn,2035,0.00
WNC,NY,wntr_mrnevn,2040,0.00
WNC,NY,wntr_mrnevn,2045,0.00
WNC,NY,wntr_mrnevn,2050,0.00
WNC,NY,wntr_mrnevn,2075,0.00
WNC,NY,wntr_night,2010,0.00
WNC,NY,wntr_night,2015,0.00
WNC,NY,wntr_night,2020,0.00
WNC,NY,wntr_night,2025,0.00
WNC,NY,wntr_night,2030,0.00
WNC,NY,wntr_night,2035,0.00
WNC,NY,wntr_night,2040,0.00
WNC,NY,wntr_night,2045,0.00
WNC,NY,wntr_night,2050,0.00
WNC,NY,wntr_night,2075,0.00
WNC,NY,peak,2010,0.00
WNC,NY,peak,2015,0.00
WNC,NY,peak,2020,0.00
WNC,NY,peak,2025,0.00
WNC,NY,peak,2030,0.00
WNC,NY,peak,2035,0.00
WNC,NY,peak,2040,0.00
WNC,NY,peak,2045,0.00
WNC,NY,peak,2050,0.00
WNC,NY,peak,2075,0.00
WNC,MID,sum_day,2010,0.00
WNC,MID,sum_day,2015,0.00
WNC,MID,sum_day,2020,0.00
WNC,MID,sum_day,2025,0.00
WNC,MID,sum_day,2030,0.00
WNC,MID,sum_day,2035,0.00
WNC,MID,sum_day,2040,0.00
WNC,MID,sum_day,2045,0.00
WNC,MID,sum_day,2050,0.00
WNC,MID,sum_day,2075,0.00
WNC,MID,sum_mrnevn,2010,0.00
WNC,MID,sum_mrnevn,2015,0.00
WNC,MID,sum_mrnevn,2020,0.00
WNC,MID,sum_mrnevn,2025,0.00
WNC,MID,sum_mrnevn,2030,0.00
WNC,MID,sum_mrnevn,2035,0.00
WNC,MID,sum_mrnevn,2040,0.00
WNC,MID,sum_mrnevn,2045,0.00
WNC,MID,sum_mrnevn,2050,0.00
WNC,MID,sum_mrnevn,2075,0.00
WNC,MID,sum_night,2010,0.00
WNC,MID,sum_night,2015,0.00
WNC,MID,sum_night,2020,0.00
WNC,MID,sum_night,2025,0.00
