region,unit,vintage,time,value
SAC,col_Nccs,2020,2020,0.00
SAC,ngcc_N,2020,2020,0.00
SAC,ngcc_Nccs,2020,2020,0.00
SAC,ngtb_N,2020,2020,0.00
SAC,nuc_N,2020,2020,0.00
SAC,bio_N,2020,2020,0.00
SAC,fc_N,2020,2020,0.00
SAC,slrPV_N,2020,2020,0.00
SAC,slrCSP_N,2020,2020,0.00
SAC,col_X1,2020,2020,17.52
SAC,col_X2,2020,2020,28.03
SAC,col_X3,2020,2020,10.85
SAC,col_X1bio,2020,2020,0.00
SAC,col_X2bio,2020,2020,0.00
SAC,col_X3bio,2020,2020,0.00
SAC,col_X1ccs,2020,2020,0.00
SAC,col_X2ccs,2020,2020,0.00
SAC,col_X3ccs,2020,2020,0.00
SAC,ngcc_X1,2020,2020,29.55
SAC,ngcc_X2,2020,2020,0.02
SAC,ngcc_X3,2020,2020,0.25
SAC,ngtb_X1,2020,2020,10.00
SAC,ngtb_X2,2020,2020,14.65
SAC,ngtb_X3,2020,2020,8.75
SAC,stog_X1,2020,2020,0.33
SAC,stog_X2,2020,2020,7.07
SAC,stog_X3,2020,2020,0.00
SAC,lfg_N_hi,2020,2020,0.00
SAC,lfg_N_lo,2020,2020,0.00
SAC,lfg_N_vl,2020,2020,0.00
SAC,geo_N_1,2020,2020,0.00
SAC,geo_N_2,2020,2020,0.00
SAC,geo_N_3,2020,2020,0.00
SAC,geo_N_4,2020,2020,0.00
SAC,geo_N_5,2020,2020,0.00
SAC,geo_N_6,2020,2020,0.00
SAC,geo_N_7,2020,2020,0.00
SAC,geo_N_8,2020,2020,0.00
SAC,geo_N_9,2020,2020,0.00
SAC,geo_N_10,2020,2020,0.00
SAC,wnd_Nonsh_3,2020,2020,0.00
SAC,wnd_Nonsh_4,2020,2020,0.00
SAC,wnd_Nonsh_5,2020,2020,0.00
SAC,wnd_Nonsh_6,2020,2020,0.00
SAC,wnd_Nonsh_7,2020,2020,0.00
SAC,wnd_Nshal_3,2020,2020,0.00
SAC,wnd_Nshal_4,2020,2020,0.00
SAC,wnd_Nshal_5,2020,2020,0.00
SAC,wnd_Nshal_6,2020,2020,0.00
SAC,wnd_Nshal_7,2020,2020,0.00
SAC,wnd_Ndeep_3,2020,2020,0.00
SAC,wnd_Ndeep_4,2020,2020,0.00
SAC,wnd_Ndeep_5,2020,2020,0.00
SAC,wnd_Ndeep_6,2020,2020,0.00
SAC,wnd_Ndeep_7,2020,2020,0.00
ESC,nuc_X,2020,2020,11.69
ESC,hyd_X,2020,2020,6.92
ESC,geo_X,2020,2020,0.00
ESC,bio_X,2020,2020,1.30
ESC,lfg_X,2020,2020,0.00
ESC,msw_X,2020,2020,0.14
ESC,slr_X,2020,2020,0.62
ESC,wnd_X,2020,2020,0.03
ESC,oth_X,2020,2020,0.31
ESC,ps_X,2020,2020,0.00
ESC,col_N,2020,2020,0.00
ESC,col_Nccs,2020,2020,0.00
ESC,ngcc_N,2020,2020,0.00
ESC,ngcc_Nccs,2020,2020,0.00
ESC,ngtb_N,2020,2020,0.00
ESC,nuc_N,2020,2020,0.00
ESC,bio_N,2020,2020,0.00
ESC,fc_N,2020,2020,0.00
ESC,slrPV_N,2020,2020,0.00
ESC,slrCSP_N,2020,2020,0.00
ESC,col_X1,2020,2020,12.07
ESC,col_X2,2020,2020,19.22
ESC,col_X3,2020,2020,1.35
ESC,col_X1bio,2020,2020,0.00
ESC,col_X2bio,2020,2020,0.00
ESC,col_X3bio,2020,2020,0.00
ESC,col_X1ccs,2020,2020,0.00
ESC,col_X2ccs,2020,2020,0.00
ESC,col_X3ccs,2020,2020,0.00
ESC,ngcc_X1,2020,2020,23.85
ESC,ngcc_X2,2020,2020,0.05
ESC,ngcc_X3,2020,2020,0.02
ESC,ngtb_X1,2020,2020,2.30
ESC,ngtb_X2,2020,2020,8.08
ESC,ngtb_X3,2020,2020,5.27
ESC,stog_X1,2020,2020,0.00
ESC,stog_X2,2020,2020,1.71
ESC,stog_X3,2020,2020,0.00
ESC,lfg_N_hi,2020,2020,0.00
ESC,lfg_N_lo,2020,2020,0.00
ESC,lfg_N_vl,2020,2020,0.00
ESC,geo_N_1,2020,2020,0.00
ESC,geo_N_2,2020,2020,0.00
ESC,geo_N_3,2020,2020,0.00
ESC,geo_N_4,2020,2020,0.00
ESC,geo_N_5,2020,2020,0.00
ESC,geo_N_6,2020,2020,0.00
ESC,geo_N_7,2020,2020,0.00
ESC,geo_N_8,2020,2020,0.00
ESC,geo_N_9,2020,2020,0.00
ESC,geo_N_10,2020,2020,0.00
ESC,wnd_Nonsh_3,2020,2020,0.00
ESC,wnd_Nonsh_4,2020,2020,0.00
ESC,wnd_Nonsh_5,2020,2020,0.00
ESC,wnd_Nonsh_6,2020,2020,0.00
ESC,wnd_Nonsh_7,2020,2020,0.00
ESC,wnd_Nshal_3,2020,2020,0.00
ESC,wnd_Nshal_4,2020,2020,0.00
ESC,wnd_Nshal_5,2020,2020,0.00
ESC,wnd_Nshal_6,2020,2020,0.00
ESC,wnd_Nshal_7,2020,2020,0.00
ESC,wnd_Ndeep_3,2020,2020,0.00
ESC,wnd_Ndeep_4,2020,2020,0.00
ESC,wnd_Ndeep_5,2020,2020,0.00
ESC,wnd_Ndeep_6,2020,2020,0.00
ESC,wnd_Ndeep_7,2020,2020,0.00
TX,nuc_X,2020,2020,5.14
TX,hyd_X,2020,2020,0.65
TX,geo_X,2020,2020,0.00
TX,bio_X,2020,2020,0.31
TX,lfg_X,2020,2020,0.00
TX,msw_X,2020,2020,0.05
TX,slr_X,2020,2020,2.44
TX,wnd_X,2020,2020,28.02
TX,oth_X,2020,2020,0.25
TX,ps_X,2020,2020,0.00
TX,col_N,2020,2020,0.00
TX,col_Nccs,2020,2020,0.00
TX,ngcc_N,2020,2020,0.00
TX,ngcc_Nccs,2020,2020,0.00
TX,ngtb_N,2020,2020,0.00
TX,nuc_N,2020,2020,0.00
TX,bio_N,2020,2020,0.00
TX,fc_N,2020,2020,0.00
TX,slrPV_N,2020,2020,0.00
TX,slrCSP_N,2020,2020,0.00
TX,col_X1,2020,2020,2.86
TX,col_X2,2020,2020,26.51
TX,col_X3,2020,2020,8.95
TX,col_X1bio,2020,2020,0.00
TX,col_X2bio,2020,2020,0.00
TX,col_X3bio,2020,2020,0.00
TX,col_X1ccs,2020,2020,0.00
TX,col_X2ccs,2020,2020,0.00
TX,col_X3ccs,2020,2020,0.00
TX,ngcc_X1,2020,2020,46.76
TX,ngcc_X2,2020,2020,0.11
TX,ngcc_X3,2020,2020,0.08
TX,ngtb_X1,2020,2020,6.96
TX,ngtb_X2,2020,2020,1.93
TX,ngtb_X3,2020,2020,4.31
TX,stog_X1,2020,2020,0.00
TX,stog_X2,2020,2020,0.00
TX,stog_X3,2020,2020,0.00
TX,lfg_N_hi,2020,2020,0.00
TX,lfg_N_lo,2020,2020,0.00
TX,lfg_N_vl,2020,2020,0.00
