region,unit,vintage,time,value
WNC,hyd_X,2035,2030,0.00
WNC,hyd_X,2035,2035,0.00
WNC,hyd_X,2035,2040,0.00
WNC,hyd_X,2035,2045,0.00
WNC,hyd_X,2035,2050,0.00
WNC,hyd_X,2035,2075,0.00
WNC,hyd_X,2040,2010,0.00
WNC,hyd_X,2040,2015,0.00
WNC,hyd_X,2040,2020,0.00
WNC,hyd_X,2040,2025,0.00
WNC,hyd_X,2040,2030,0.00
WNC,hyd_X,2040,2035,0.00
WNC,hyd_X,2040,2040,0.00
WNC,hyd_X,2040,2045,0.00
WNC,hyd_X,2040,2050,0.00
WNC,hyd_X,2040,2075,0.00
WNC,hyd_X,2045,2010,0.00
WNC,hyd_X,2045,2015,0.00
WNC,hyd_X,2045,2020,0.00
WNC,hyd_X,2045,2025,0.00
WNC,hyd_X,2045,2030,0.00
WNC,hyd_X,2045,2035,0.00
WNC,hyd_X,2045,2040,0.00
WNC,hyd_X,2045,2045,0.00
WNC,hyd_X,2045,2050,0.00
WNC,hyd_X,2045,2075,0.00
WNC,hyd_X,2050,2010,0.00
WNC,hyd_X,2050,2015,0.00
WNC,hyd_X,2050,2020,0.00
WNC,hyd_X,2050,2025,0.00
WNC,hyd_X,2050,2030,0.00
WNC,hyd_X,2050,2035,0.00
WNC,hyd_X,2050,2040,0.00
WNC,hyd_X,2050,2045,0.00
WNC,hyd_X,2050,2050,0.00
WNC,hyd_X,2050,2075,0.00
WNC,hyd_X,2075,2010,0.00
WNC,hyd_X,2075,2015,0.00
WNC,hyd_X,2075,2020,0.00
WNC,hyd_X,2075,2025,0.00
WNC,hyd_X,2075,2030,0.00
WNC,hyd_X,2075,2035,0.00
WNC,hyd_X,2075,2040,0.00
WNC,hyd_X,2075,2045,0.00
WNC,hyd_X,2075,2050,0.00
WNC,hyd_X,2075,2075,0.00
WNC,geo_X,2010,2010,0.00
WNC,geo_X,2010,2015,0.00
WNC,geo_X,2010,2020,0.00
WNC,geo_X,2010,2025,0.00
WNC,geo_X,2010,2030,0.00
WNC,geo_X,2010,2035,0.00
WNC,geo_X,2010,2040,0.00
WNC,geo_X,2010,2045,0.00
WNC,geo_X,2010,2050,0.00
WNC,geo_X,2010,2075,0.00
WNC,geo_X,2015,2010,0.00
WNC,geo_X,2015,2015,0.00
WNC,geo_X,2015,2020,0.00
WNC,geo_X,2015,2025,0.00
WNC,geo_X,2015,2030,0.00
WNC,geo_X,2015,2035,0.00
WNC,geo_X,2015,2040,0.00
WNC,geo_X,2015,2045,0.00
WNC,geo_X,2015,2050,0.00
WNC,geo_X,2015,2075,0.00
WNC,geo_X,2020,2010,0.00
WNC,geo_X,2020,2015,0.00
WNC,geo_X,2020,2020,0.00
WNC,geo_X,2020,2025,0.00
WNC,geo_X,2020,2030,0.00
WNC,geo_X,2020,2035,0.00
WNC,geo_X,2020,2040,0.00
WNC,geo_X,2020,2045,0.00
WNC,geo_X,2020,2050,0.00
WNC,geo_X,2020,2075,0.00
WNC,geo_X,2025,2010,0.00
WNC,geo_X,2025,2015,0.00
WNC,geo_X,2025,2020,0.00
WNC,geo_X,2025,2025,0.00
WNC,geo_X,2025,2030,0.00
WNC,geo_X,2025,2035,0.00
WNC,geo_X,2025,2040,0.00
WNC,geo_X,2025,2045,0.00
WNC,geo_X,2025,2050,0.00
WNC,geo_X,2025,2075,0.00
WNC,geo_X,2030,2010,0.00
WNC,geo_X,2030,2015,0.00
WNC,geo_X,2030,2020,0.00
WNC,geo_X,2030,2025,0.00
WNC,geo_X,2030,2030,0.00
WNC,geo_X,2030,2035,0.00
WNC,geo_X,2030,2040,0.00
WNC,geo_X,2030,2045,0.00
WNC,geo_X,2030,2050,0.00
WNC,geo_X,2030,2075,0.00
WNC,geo_X,2035,2010,0.00
WNC,geo_X,2035,2015,0.00
WNC,geo_X,2035,2020,0.00
WNC,geo_X,2035,2025,0.00
WNC,geo_X,2035,2030,0.00
WNC,geo_X,2035,2035,0.00
WNC,geo_X,2035,2040,0.00
WNC,geo_X,2035,2045,0.00
WNC,geo_X,2035,2050,0.00
WNC,geo_X,2035,2075,0.00
WNC,geo_X,2040,2010,0.00
WNC,geo_X,2040,2015,0.00
WNC,geo_X,2040,2020,0.00
WNC,geo_X,2040,2025,0.00
WNC,geo_X,2040,2030,0.00
WNC,geo_X,2040,2035,0.00
WNC,geo_X,2040,2040,0.00
WNC,geo_X,2040,2045,0.00
WNC,geo_X,2040,2050,0.00
WNC,geo_X,2040,2075,0.00
WNC,geo_X,2045,2010,0.00
WNC,geo_X,2045,2015,0.00
WNC,geo_X,2045,2020,0.00
WNC,geo_X,2045,2025,0.00
WNC,geo_X,2045,2030,0.00
WNC,geo_X,2045,2035,0.00
WNC,geo_X,2045,2040,0.00
WNC,geo_X,2045,2045,0.00
WNC,geo_X,2045,2050,0.00
WNC,geo_X,2045,2075,0.00
WNC,geo_X,2050,2010,0.00
WNC,geo_X,2050,2015,0.00
WNC,geo_X,2050,2020,0.00
WNC,geo_X,2050,2025,0.00
WNC,geo_X,2050,2030,0.00
WNC,geo_X,2050,2035,0.00
WNC,geo_X,2050,2040,0.00
WNC,geo_X,2050,2045,0.00
WNC,geo_X,2050,2050,0.00
WNC,geo_X,2050,2075,0.00
WNC,geo_X,2075,2010,0.00
WNC,geo_X,2075,2015,0.00
WNC,geo_X,2075,2020,0.00
WNC,geo_X,2075,2025,0.00
WNC,geo_X,2075,2030,0.00
WNC,geo_X,2075,2035,0.00
WNC,geo_X,2075,2040,0.00
WNC,geo_X,2075,2045,0.00
WNC,geo_X,2075,2050,0.00
WNC,geo_X,2075,2075,0.00
WNC,bio_X,2010,2010,0.16
WNC,bio_X,2010,2015,0.16
WNC,bio_X,2010,2020,0.16
WNC,bio_X,2010,2025,0.16
WNC,bio_X,2010,2030,0.16
WNC,bio_X,2010,2035,0.16
WNC,bio_X,2010,2040,0.16
WNC,bio_X,2010,2045,0.16
WNC,bio_X,2010,2050,0.16
WNC,bio_X,2010,2075,0.00
WNC,bio_X,2015,2010,0.00
WNC,bio_X,2015,2015,0.00
WNC,bio_X,2015,2020,0.00
WNC,bio_X,2015,2025,0.00
WNC,bio_X,2015,2030,0.00
WNC,bio_X,2015,2035,0.00
WNC,bio_X,2015,2040,0.00
WNC,bio_X,2015,2045,0.00
WNC,bio_X,2015,2050,0.00
WNC,bio_X,2015,2075,0.00
WNC,bio_X,2020,2010,0.00
WNC,bio_X,2020,2015,0.00
WNC,bio_X,2020,2020,0.00
WNC,bio_X,2020,2025,0.00
WNC,bio_X,2020,2030,0.00
WNC,bio_X,2020,2035,0.00
WNC,bio_X,2020,2040,0.00
WNC,bio_X,2020,2045,0.00
WNC,bio_X,2020,2050,0.00
WNC,bio_X,2020,2075,0.00
WNC,bio_X,2025,2010,0.00
WNC,bio_X,2025,2015,0.00
WNC,bio_X,2025,2020,0.00
WNC,bio_X,2025,2025,0.00
WNC,bio_X,2025,2030,0.00
WNC,bio_X,2025,2035,0.00
WNC,bio_X,2025,2040,0.00
WNC,bio_X,2025,2045,0.00
WNC,bio_X,2025,2050,0.00
WNC,bio_X,2025,2075,0.00
WNC,bio_X,2030,2010,0.00
WNC,bio_X,2030,2015,0.00
WNC,bio_X,2030,2020,0.00
WNC,bio_X,2030,2025,0.00
WNC,bio_X,2030,2030,0.00
WNC,bio_X,2030,2035,0.00
WNC,bio_X,2030,2040,0.00
WNC,bio_X,2030,2045,0.00
WNC,bio_X,2030,2050,0.00
WNC,bio_X,2030,2075,0.00
WNC,bio_X,2035,2010,0.00
WNC,bio_X,2035,2015,0.00
WNC,bio_X,2035,2020,0.00
WNC,bio_X,2035,2025,0.00
WNC,bio_X,2035,2030,0.00
WNC,bio_X,2035,2035,0.00
WNC,bio_X,2035,2040,0.00
WNC,bio_X,2035,2045,0.00
WNC,bio_X,2035,2050,0.00
WNC,bio_X,2035,2075,0.00
WNC,bio_X,2040,2010,0.00
WNC,bio_X,2040,2015,0.00
WNC,bio_X,2040,2020,0.00
WNC,bio_X,2040,2025,0.00
WNC,bio_X,2040,2030,0.00
WNC,bio_X,2040,2035,0.00
WNC,bio_X,2040,2040,0.00
WNC,bio_X,2040,2045,0.00
WNC,bio_X,2040,2050,0.00
WNC,bio_X,2040,2075,0.00
WNC,bio_X,2045,2010,0.00
WNC,bio_X,2045,2015,0.00
WNC,bio_X,2045,2020,0.00
WNC,bio_X,2045,2025,0.00
WNC,bio_X,2045,2030,0.00
WNC,bio_X,2045,2035,0.00
WNC,bio_X,2045,2040,0.00
WNC,bio_X,2045,2045,0.00
WNC,bio_X,2045,2050,0.00
WNC,bio_X,2045,2075,0.00
WNC,bio_X,2050,2010,0.00
WNC,bio_X,2050,2015,0.00
WNC,bio_X,2050,2020,0.00
WNC,bio_X,2050,2025,0.00
WNC,bio_X,2050,2030,0.00
WNC,bio_X,2050,2035,0.00
WNC,bio_X,2050,2040,0.00
WNC,bio_X,2050,2045,0.00
WNC,bio_X,2050,2050,0.00
WNC,bio_X,2050,2075,0.00
WNC,bio_X,2075,2010,0.00
WNC,bio_X,2075,2015,0.00
WNC,bio_X,2075,2020,0.00
WNC,bio_X,2075,2025,0.00
WNC,bio_X,2075,2030,0.00
WNC,bio_X,2075,2035,0.00
WNC,bio_X,2075,2040,0.00
WNC,bio_X,2075,2045,0.00
WNC,bio_X,2075,2050,0.00
WNC,bio_X,2075,2075,0.00
WNC,lfg_X,2010,2010,0.04
WNC,lfg_X,2010,2015,0.04
WNC,lfg_X,2010,2020,0.04
WNC,lfg_X,2010,2025,0.04
WNC,lfg_X,2010,2030,0.04
WNC,lfg_X,2010,2035,0.04
WNC,lfg_X,2010,2040,0.04
WNC,lfg_X,2010,2045,0.04
WNC,lfg_X,2010,2050,0.04
WNC,lfg_X,2010,2075,0.04
WNC,lfg_X,2015,2010,0.00
WNC,lfg_X,2015,2015,0.00
WNC,lfg_X,2015,2020,0.00
WNC,lfg_X,2015,2025,0.00
WNC,lfg_X,2015,2030,0.00
WNC,lfg_X,2015,2035,0.00
WNC,lfg_X,2015,2040,0.00
WNC,lfg_X,2015,2045,0.00
WNC,lfg_X,2015,2050,0.00
WNC,lfg_X,2015,2075,0.00
WNC,lfg_X,2020,2010,0.00
WNC,lfg_X,2020,2015,0.00
WNC,lfg_X,2020,2020,0.00
WNC,lfg_X,2020,2025,0.00
WNC,lfg_X,2020,2030,0.00
WNC,lfg_X,2020,2035,0.00
WNC,lfg_X,2020,2040,0.00
WNC,lfg_X,2020,2045,0.00
WNC,lfg_X,2020,2050,0.00
WNC,lfg_X,2020,2075,0.00
WNC,lfg_X,2025,2010,0.00
WNC,lfg_X,2025,2015,0.00
WNC,lfg_X,2025,2020,0.00
WNC,lfg_X,2025,2025,0.00
WNC,lfg_X,2025,2030,0.00
WNC,lfg_X,2025,2035,0.00
WNC,lfg_X,2025,2040,0.00
WNC,lfg_X,2025,2045,0.00
WNC,lfg_X,2025,2050,0.00
WNC,lfg_X,2025,2075,0.00
WNC,lfg_X,2030,2010,0.00
WNC,lfg_X,2030,2015,0.00
WNC,lfg_X,2030,2020,0.00
WNC,lfg_X,2030,2025,0.00
WNC,lfg_X,2030,2030,0.00
WNC,lfg_X,2030,2035,0.00
WNC,lfg_X,2030,2040,0.00
WNC,lfg_X,2030,2045,0.00
WNC,lfg_X,2030,2050,0.00
WNC,lfg_X,2030,2075,0.00
WNC,lfg_X,2035,2010,0.00
WNC,lfg_X,2035,2015,0.00
WNC,lfg_X,2035,2020,0.00
WNC,lfg_X,2035,2025,0.00
WNC,lfg_X,2035,2030,0.00
WNC,lfg_X,2035,2035,0.00
WNC,lfg_X,2035,2040,0.00
WNC,lfg_X,2035,2045,0.00
WNC,lfg_X,2035,2050,0.00
WNC,lfg_X,2035,2075,0.00
WNC,lfg_X,2040,2010,0.00
WNC,lfg_X,2040,2015,0.00
WNC,lfg_X,2040,2020,0.00
WNC,lfg_X,2040,2025,0.00
WNC,lfg_X,2040,2030,0.00
WNC,lfg_X,2040,2035,0.00
WNC,lfg_X,2040,2040,0.00
WNC,lfg_X,2040,2045,0.00
WNC,lfg_X,2040,2050,0.00
WNC,lfg_X,2040,2075,0.00
WNC,lfg_X,2045,2010,0.00
WNC,lfg_X,2045,2015,0.00
WNC,lfg_X,2045,2020,0.00
WNC,lfg_X,2045,2025,0.00
WNC,lfg_X,2045,2030,0.00
WNC,lfg_X,2045,2035,0.00
WNC,lfg_X,2045,2040,0.00
WNC,lfg_X,2045,2045,0.00
WNC,lfg_X,2045,2050,0.00
WNC,lfg_X,2045,2075,0.00
WNC,lfg_X,2050,2010,0.00
WNC,lfg_X,2050,2015,0.00
WNC,lfg_X,2050,2020,0.00
WNC,lfg_X,2050,2025,0.00
WNC,lfg_X,2050,2030,0.00
WNC,lfg_X,2050,2035,0.00
WNC,lfg_X,2050,2040,0.00
WNC,lfg_X,2050,2045,0.00
WNC,lfg_X,2050,2050,0.00
WNC,lfg_X,2050,2075,0.00
WNC,lfg_X,2075,2010,0.00
WNC,lfg_X,2075,2015,0.00
WNC,lfg_X,2075,2020,0.00
WNC,lfg_X,2075,2025,0.00
WNC,lfg_X,2075,2030,0.00
WNC,lfg_X,2075,2035,0.00
WNC,lfg_X,2075,2040,0.00
WNC,lfg_X,2075,2045,0.00
WNC,lfg_X,2075,2050,0.00
WNC,lfg_X,2075,2075,0.00
WNC,msw_X,2010,2010,0.10
WNC,msw_X,2010,2015,0.10
WNC,msw_X,2010,2020,0.10
WNC,msw_X,2010,2025,0.10
WNC,msw_X,2010,2030,0.10
WNC,msw_X,2010,2035,0.10
WNC,msw_X,2010,2040,0.10
WNC,msw_X,2010,2045,0.10
WNC,msw_X,2010,2050,0.10
WNC,msw_X,2010,2075,0.10
WNC,msw_X,2015,2010,0.00
WNC,msw_X,2015,2015,0.00
WNC,msw_X,2015,2020,0.00
WNC,msw_X,2015,2025,0.00
WNC,msw_X,2015,2030,0.00
WNC,msw_X,2015,2035,0.00
WNC,msw_X,2015,2040,0.00
WNC,msw_X,2015,2045,0.00
WNC,msw_X,2015,2050,0.00
WNC,msw_X,2015,2075,0.00
WNC,msw_X,2020,2010,0.00
WNC,msw_X,2020,2015,0.00
WNC,msw_X,2020,2020,0.00
WNC,msw_X,2020,2025,0.00
WNC,msw_X,2020,2030,0.00
WNC,msw_X,2020,2035,0.00
WNC,msw_X,2020,2040,0.00
WNC,msw_X,2020,2045,0.00
WNC,msw_X,2020,2050,0.00
WNC,msw_X,2020,2075,0.00
WNC,msw_X,2025,2010,0.00
WNC,msw_X,2025,2015,0.00
WNC,msw_X,2025,2020,0.00
WNC,msw_X,2025,2025,0.00
WNC,msw_X,2025,2030,0.00
WNC,msw_X,2025,2035,0.00
WNC,msw_X,2025,2040,0.00
WNC,msw_X,2025,2045,0.00
WNC,msw_X,2025,2050,0.00
WNC,msw_X,2025,2075,0.00
WNC,msw_X,2030,2010,0.00
WNC,msw_X,2030,2015,0.00
WNC,msw_X,2030,2020,0.00
WNC,msw_X,2030,2025,0.00
WNC,msw_X,2030,2030,0.00
WNC,msw_X,2030,2035,0.00
WNC,msw_X,2030,2040,0.00
WNC,msw_X,2030,2045,0.00
WNC,msw_X,2030,2050,0.00
WNC,msw_X,2030,2075,0.00
WNC,msw_X,2035,2010,0.00
WNC,msw_X,2035,2015,0.00
WNC,msw_X,2035,2020,0.00
WNC,msw_X,2035,2025,0.00
WNC,msw_X,2035,2030,0.00
WNC,msw_X,2035,2035,0.00
WNC,msw_X,2035,2040,0.00
WNC,msw_X,2035,2045,0.00
WNC,msw_X,2035,2050,0.00
WNC,msw_X,2035,2075,0.00
WNC,msw_X,2040,2010,0.00
WNC,msw_X,2040,2015,0.00
WNC,msw_X,2040,2020,0.00
WNC,msw_X,2040,2025,0.00
WNC,msw_X,2040,2030,0.00
WNC,msw_X,2040,2035,0.00
WNC,msw_X,2040,2040,0.00
WNC,msw_X,2040,2045,0.00
WNC,msw_X,2040,2050,0.00
WNC,msw_X,2040,2075,0.00
WNC,msw_X,2045,2010,0.00
WNC,msw_X,2045,2015,0.00
WNC,msw_X,2045,2020,0.00
WNC,msw_X,2045,2025,0.00
WNC,msw_X,2045,2030,0.00
WNC,msw_X,2045,2035,0.00
WNC,msw_X,2045,2040,0.00
WNC,msw_X,2045,2045,0.00
WNC,msw_X,2045,2050,0.00
WNC,msw_X,2045,2075,0.00
WNC,msw_X,2050,2010,0.00
WNC,msw_X,2050,2015,0.00
WNC,msw_X,2050,2020,0.00
WNC,msw_X,2050,2025,0.00
WNC,msw_X,2050,2030,0.00
WNC,msw_X,2050,2035,0.00
WNC,msw_X,2050,2040,0.00
WNC,msw_X,2050,2045,0.00
WNC,msw_X,2050,2050,0.00
WNC,msw_X,2050,2075,0.00
WNC,msw_X,2075,2010,0.00
WNC,msw_X,2075,2015,0.00
WNC,msw_X,2075,2020,0.00
WNC,msw_X,2075,2025,0.00
WNC,msw_X,2075,2030,0.00
WNC,msw_X,2075,2035,0.00
WNC,msw_X,2075,2040,0.00
WNC,msw_X,2075,2045,0.00
WNC,msw_X,2075,2050,0.00
WNC,msw_X,2075,2075,0.00
WNC,slr_X,2010,2010,0.00
WNC,slr_X,2010,2015,0.00
WNC,slr_X,2010,2020,0.00
WNC,slr_X,2010,2025,0.00
WNC,slr_X,2010,2030,0.00
WNC,slr_X,2010,2035,0.00
WNC,slr_X,2010,2040,0.00
WNC,slr_X,2010,2045,0.00
WNC,slr_X,2010,2050,0.00
WNC,slr_X,2010,2075,0.00
WNC,slr_X,2015,2010,0.00
WNC,slr_X,2015,2015,0.00
WNC,slr_X,2015,2020,0.00
WNC,slr_X,2015,2025,0.00
WNC,slr_X,2015,2030,0.00
WNC,slr_X,2015,2035,0.00
WNC,slr_X,2015,2040,0.00
WNC,slr_X,2015,2045,0.00
WNC,slr_X,2015,2050,0.00
WNC,slr_X,2015,2075,0.00
WNC,slr_X,2020,2010,0.00
WNC,slr_X,2020,2015,0.00
WNC,slr_X,2020,2020,0.00
WNC,slr_X,2020,2025,0.00
WNC,slr_X,2020,2030,0.00
WNC,slr_X,2020,2035,0.00
WNC,slr_X,2020,2040,0.00
WNC,slr_X,2020,2045,0.00
WNC,slr_X,2020,2050,0.00
WNC,slr_X,2020,2075,0.00
WNC,slr_X,2025,2010,0.00
WNC,slr_X,2025,2015,0.00
WNC,slr_X,2025,2020,0.00
WNC,slr_X,2025,2025,0.00
WNC,slr_X,2025,2030,0.00
WNC,slr_X,2025,2035,0.00
WNC,slr_X,2025,2040,0.00
WNC,slr_X,2025,2045,0.00
WNC,slr_X,2025,2050,0.00
WNC,slr_X,2025,2075,0.00
WNC,slr_X,2030,2010,0.00
WNC,slr_X,2030,2015,0.00
WNC,slr_X,2030,2020,0.00
WNC,slr_X,2030,2025,0.00
WNC,slr_X,2030,2030,0.00
WNC,slr_X,2030,2035,0.00
WNC,slr_X,2030,2040,0.00
WNC,slr_X,2030,2045,0.00
WNC,slr_X,2030,2050,0.00
WNC,slr_X,2030,2075,0.00
WNC,slr_X,2035,2010,0.00
WNC,slr_X,2035,2015,0.00
WNC,slr_X,2035,2020,0.00
WNC,slr_X,2035,2025,0.00
WNC,slr_X,2035,2030,0.00
WNC,slr_X,2035,2035,0.00
WNC,slr_X,2035,2040,0.00
WNC,slr_X,2035,2045,0.00
WNC,slr_X,2035,2050,0.00
WNC,slr_X,2035,2075,0.00
WNC,slr_X,2040,2010,0.00
WNC,slr_X,2040,2015,0.00
WNC,slr_X,2040,2020,0.00
WNC,slr_X,2040,2025,0.00
WNC,slr_X,2040,2030,0.00
WNC,slr_X,2040,2035,0.00
WNC,slr_X,2040,2040,0.00
WNC,slr_X,2040,2045,0.00
WNC,slr_X,2040,2050,0.00
WNC,slr_X,2040,2075,0.00
WNC,slr_X,2045,2010,0.00
WNC,slr_X,2045,2015,0.00
WNC,slr_X,2045,2020,0.00
WNC,slr_X,2045,2025,0.00
WNC,slr_X,2045,2030,0.00
WNC,slr_X,2045,2035,0.00
WNC,slr_X,2045,2040,0.00
WNC,slr_X,2045,2045,0.00
WNC,slr_X,2045,2050,0.00
WNC,slr_X,2045,2075,0.00
WNC,slr_X,2050,2010,0.00
WNC,slr_X,2050,2015,0.00
WNC,slr_X,2050,2020,0.00
WNC,slr_X,2050,2025,0.00
WNC,slr_X,2050,2030,0.00
WNC,slr_X,2050,2035,0.00
WNC,slr_X,2050,2040,0.00
WNC,slr_X,2050,2045,0.00
WNC,slr_X,2050,2050,0.00
WNC,slr_X,2050,2075,0.00
WNC,slr_X,2075,2010,0.00
WNC,slr_X,2075,2015,0.00
WNC,slr_X,2075,2020,0.00
WNC,slr_X,2075,2025,0.00
WNC,slr_X,2075,2030,0.00
WNC,slr_X,2075,2035,0.00
WNC,slr_X,2075,2040,0.00
WNC,slr_X,2075,2045,0.00
WNC,slr_X,2075,2050,0.00
WNC,slr_X,2075,2075,0.00
WNC,wnd_X,2010,2010,4.87
WNC,wnd_X,2010,2015,4.87
WNC,wnd_X,2010,2020,4.87
WNC,wnd_X,2010,2025,4.87
WNC,wnd_X,2010,2030,4.87
WNC,wnd_X,2010,2035,4.87
WNC,wnd_X,2010,2040,4.87
WNC,wnd_X,2010,2045,4.87
WNC,wnd_X,2010,2050,4.87
WNC,wnd_X,2010,2075,4.87
WNC,wnd_X,2015,2010,0.00
WNC,wnd_X,2015,2015,0.00
WNC,wnd_X,2015,2020,0.00
WNC,wnd_X,2015,2025,0.00
WNC,wnd_X,2015,2030,0.00
WNC,wnd_X,2015,2035,0.00
WNC,wnd_X,2015,2040,0.00
WNC,wnd_X,2015,2045,0.00
WNC,wnd_X,2015,2050,0.00
WNC,wnd_X,2015,2075,0.00
WNC,wnd_X,2020,2010,0.00
WNC,wnd_X,2020,2015,0.00
WNC,wnd_X,2020,2020,0.00
WNC,wnd_X,2020,2025,0.00
WNC,wnd_X,2020,2030,0.00
WNC,wnd_X,2020,2035,0.00
WNC,wnd_X,2020,2040,0.00
WNC,wnd_X,2020,2045,0.00
WNC,wnd_X,2020,2050,0.00
WNC,wnd_X,2020,2075,0.00
WNC,wnd_X,2025,2010,0.00
WNC,wnd_X,2025,2015,0.00
WNC,wnd_X,2025,2020,0.00
WNC,wnd_X,2025,2025,0.00
WNC,wnd_X,2025,2030,0.00
WNC,wnd_X,2025,2035,0.00
WNC,wnd_X,2025,2040,0.00
WNC,wnd_X,2025,2045,0.00
WNC,wnd_X,2025,2050,0.00
WNC,wnd_X,2025,2075,0.00
WNC,wnd_X,2030,2010,0.00
WNC,wnd_X,2030,2015,0.00
WNC,wnd_X,2030,2020,0.00
WNC,wnd_X,2030,2025,0.00
WNC,wnd_X,2030,2030,0.00
WNC,wnd_X,2030,2035,0.00
WNC,wnd_X,2030,2040,0.00
WNC,wnd_X,2030,2045,0.00
WNC,wnd_X,2030,2050,0.00
WNC,wnd_X,2030,2075,0.00
WNC,wnd_X,2035,2010,0.00
WNC,wnd_X,2035,2015,0.00
WNC,wnd_X,2035,2020,0.00
WNC,wnd_X,2035,2025,0.00
WNC,wnd_X,2035,2030,0.00
WNC,wnd_X,2035,2035,0.00
WNC,wnd_X,2035,2040,0.00
WNC,wnd_X,2035,2045,0.00
WNC,wnd_X,2035,2050,0.00
WNC,wnd_X,2035,2075,0.00
WNC,wnd_X,2040,2010,0.00
WNC,wnd_X,2040,2015,0.00
WNC,wnd_X,2040,2020,0.00
WNC,wnd_X,2040,2025,0.00
WNC,wnd_X,2040,2030,0.00
WNC,wnd_X,2040,2035,0.00
WNC,wnd_X,2040,2040,0.00
WNC,wnd_X,2040,2045,0.00
WNC,wnd_X,2040,2050,0.00
WNC,wnd_X,2040,2075,0.00
WNC,wnd_X,2045,2010,0.00
WNC,wnd_X,2045,2015,0.00
WNC,wnd_X,2045,2020,0.00
WNC,wnd_X,2045,2025,0.00
WNC,wnd_X,2045,2030,0.00
WNC,wnd_X,2045,2035,0.00
WNC,wnd_X,2045,2040,0.00
WNC,wnd_X,2045,2045,0.00
WNC,wnd_X,2045,2050,0.00
WNC,wnd_X,2045,2075,0.00
WNC,wnd_X,2050,2010,0.00
WNC,wnd_X,2050,2015,0.00
WNC,wnd_X,2050,2020,0.00
WNC,wnd_X,2050,2025,0.00
WNC,wnd_X,2050,2030,0.00
WNC,wnd_X,2050,2035,0.00
WNC,wnd_X,2050,2040,0.00
WNC,wnd_X,2050,2045,0.00
WNC,wnd_X,2050,2050,0.00
WNC,wnd_X,2050,2075,0.00
WNC,wnd_X,2075,2010,0.00
WNC,wnd_X,2075,2015,0.00
WNC,wnd_X,2075,2020,0.00
WNC,wnd_X,2075,2025,0.00
WNC,wnd_X,2075,2030,0.00
WNC,wnd_X,2075,2035,0.00
WNC,wnd_X,2075,2040,0.00
WNC,wnd_X,2075,2045,0.00
WNC,wnd_X,2075,2050,0.00
WNC,wnd_X,2075,2075,0.00
WNC,oth_X,2010,2010,0.00
WNC,oth_X,2010,2015,0.00
WNC,oth_X,2010,2020,0.00
WNC,oth_X,2010,2025,0.00
WNC,oth_X,2010,2030,0.00
WNC,oth_X,2010,2035,0.00
WNC,oth_X,2010,2040,0.00
WNC,oth_X,2010,2045,0.00
WNC,oth_X,2010,2050,0.00
WNC,oth_X,2010,2075,0.00
WNC,oth_X,2015,2010,0.00
WNC,oth_X,2015,2015,0.00
WNC,oth_X,2015,2020,0.00
WNC,oth_X,2015,2025,0.00
WNC,oth_X,2015,2030,0.00
WNC,oth_X,2015,2035,0.00
WNC,oth_X,2015,2040,0.00
WNC,oth_X,2015,2045,0.00
WNC,oth_X,2015,2050,0.00
WNC,oth_X,2015,2075,0.00
WNC,oth_X,2020,2010,0.00
WNC,oth_X,2020,2015,0.00
WNC,oth_X,2020,2020,0.00
WNC,oth_X,2020,2025,0.00
WNC,oth_X,2020,2030,0.00
WNC,oth_X,2020,2035,0.00
WNC,oth_X,2020,2040,0.00
WNC,oth_X,2020,2045,0.00
WNC,oth_X,2020,2050,0.00
WNC,oth_X,2020,2075,0.00
WNC,oth_X,2025,2010,0.00
WNC,oth_X,2025,2015,0.00
WNC,oth_X,2025,2020,0.00
WNC,oth_X,2025,2025,0.00
WNC,oth_X,2025,2030,0.00
WNC,oth_X,2025,2035,0.00
WNC,oth_X,2025,2040,0.00
WNC,oth_X,2025,2045,0.00
WNC,oth_X,2025,2050,0.00
WNC,oth_X,2025,2075,0.00
WNC,oth_X,2030,2010,0.00
WNC,oth_X,2030,2015,0.00
WNC,oth_X,2030,2020,0.00
WNC,oth_X,2030,2025,0.00
WNC,oth_X,2030,2030,0.00
WNC,oth_X,2030,2035,0.00
WNC,oth_X,2030,2040,0.00
WNC,oth_X,2030,2045,0.00
WNC,oth_X,2030,2050,0.00
WNC,oth_X,2030,2075,0.00
WNC,oth_X,2035,2010,0.00
WNC,oth_X,2035,2015,0.00
WNC,oth_X,2035,2020,0.00
WNC,oth_X,2035,2025,0.00
WNC,oth_X,2035,2030,0.00
WNC,oth_X,2035,2035,0.00
WNC,oth_X,2035,2040,0.00
WNC,oth_X,2035,2045,0.00
WNC,oth_X,2035,2050,0.00
WNC,oth_X,2035,2075,0.00
WNC,oth_X,2040,2010,0.00
WNC,oth_X,2040,2015,0.00
WNC,oth_X,2040,2020,0.00
WNC,oth_X,2040,2025,0.00
WNC,oth_X,2040,2030,0.00
WNC,oth_X,2040,2035,0.00
WNC,oth_X,2040,2040,0.00
WNC,oth_X,2040,2045,0.00
WNC,oth_X,2040,2050,0.00
WNC,oth_X,2040,2075,0.00
WNC,oth_X,2045,2010,0.00
WNC,oth_X,2045,2015,0.00
WNC,oth_X,2045,2020,0.00
WNC,oth_X,2045,2025,0.00
WNC,oth_X,2045,2030,0.00
WNC,oth_X,2045,2035,0.00
WNC,oth_X,2045,2040,0.00
