"region","unit","status","plant_type","renewable","time","generation","vomcost","variable_cost","capacity","fomcost","fixed_cost","total_cost","wholesale_cost"
"MID","col_X2","existing","col","no",2020,14.1837736499998,11.6470399693767,165.19897861814,7.1341,115.983682011486,827.43918583814,992.63816445628,34.24542896
"MID","col_X3","existing","col","no",2020,5.38921769101002,6.22044807130794,33.5233487919019,4.553,74.8643500220514,340.8573856504,374.380734442302,34.24542896
"MID","hyd_X","existing","hyd","yes",2020,3.529591,0,0,0.9318,92.6869600512986,86.3657093758,86.3657093758,34.24542896
"MID","msw_X","existing","msw","no",2020,2.60818689101,2.55205938883943,6.65624784305,0.5696,8.97903031084621,5.114455665058,11.770703508108,34.24542896
"MID","ngcc_X1","existing","ngcc","no",2020,129.949194260156,2.27509675172089,295.646989750028,27.5931,13.0574883260475,360.296581129462,655.943570879489,34.24542896
"MID","ngcc_X2","existing","ngcc","no",2020,0.0165399999999,3.07800437715283,0.0509101923978,0.5362,16.8608880207012,9.0408081567,9.0917183490978,34.24542896
"MID","ngtb_X1","existing","ngtb","no",2020,5.428732144,4.77902918357782,25.944069346003,3.1215,11.2289075587216,35.0510349445495,60.9951042905525,34.2579633916671
"MID","ngtb_X2","existing","ngtb","no",2020,0.97429232,4.80334606716126,4.67986318353742,2.4568,16.5133725011845,40.57005356091,45.2499167444474,34.24542896
"MID","ngtb_X3","existing","ngtb","no",2020,0.35168764,4.77813269827331,1.68041021226257,2.6048,16.6969345011651,43.4921749886349,45.1725852008974,34.24542896
"MID","nuc_X","existing","nuc","yes",2020,109.866976,2.55696031435324,280.92549749,13.1629,131.239238503673,1727.4889725,2008.41446999,34.24542896
"MID","oth_X","existing","oth","no",2020,0.036668262,0.68624065329303,0.02516325207,0.2032,2.51144810925197,0.5103262558,0.53548950787,34.24542896
"MID","slr_X","existing","slr","yes",2020,1.2475053,0,0,0.938,20.6915296000426,19.40865476484,19.40865476484,34.4319335465545
"MID","stog_X2","existing","stog","no",2020,-0.659458,0,0,1.994,0,0,0,34.24542896
"MID","wnd_X","existing","wnd","yes",2020,3.272495,0,0,1.4724,47.6538110137327,70.16547133662,70.16547133662,34.24542896
"MTN","bio_X","existing","bio","yes",2020,0.71328665803,5.2706647794075,3.7594948661,0.1688,228.732533457346,38.6100516476,42.3695465137,9.85196242022653
"MTN","col_X1","existing","col","no",2020,17.6521324480343,6.62468269477718,116.939776354408,3.6085,103.028837064812,371.779558548375,488.719334902783,22.4710345623762
"MTN","col_X2","existing","col","no",2020,125.275114853852,8.5347126141794,1069.18710298594,23.9198,78.8344401975527,1885.70404263742,2954.89114562336,22.8321223204088
"MTN","col_X3","existing","col","no",2020,6.549009464016,6.60034283917373,43.225707719499,2.4857,74.2768454399163,184.62995471,227.855662429499,23.0184874793819
"MTN","geo_X","existing","geo","yes",2020,4.373154,0,0,0.9276,190.948914205692,177.1242128172,177.1242128172,22.2577955410103
"MTN","hyd_X","existing","hyd","yes",2020,32.61463131,0,0,10.4677,92.5718506708618,969.01436126738,969.01436126738,15.5502137688721
"MTN","ngcc_X1","existing","ngcc","no",2020,97.808485559786,2.26457894369379,221.49503691327,25.4001,12.9663620344634,329.346892311574,550.841929224844,22.2136433435203
"MTN","ngcc_X2","existing","ngcc","no",2020,0.004383,2.29050136664385,0.01003926749,0.0375,12.8411384853333,0.4815426932,0.49158196069,22.75531441
"MTN","ngtb_X1","existing","ngtb","no",2020,4.94473428,4.79053134483592,23.6879045602247,4.51,11.4001939026477,51.414874500941,75.1027790611657,19.7594519184133
"MTN","ngtb_X2","existing","ngtb","no",2020,4.942310844,4.78865328375807,23.6670130524737,6.2839,11.5599809182976,72.64176409249,96.3087771449637,23.6151409266679
"MTN","ngtb_X3","existing","ngtb","no",2020,0.55900654,4.78840434746865,2.67674934639941,1.7292,15.3106578228515,26.4751895072748,29.1519388536742,22.8015169658287
"MTN","nuc_X","existing","nuc","yes",2020,31.920368,2.55696031449262,81.6191142,4.2096,131.239238502471,552.4646984,634.0838126,22.75531441
"MTN","oth_X","existing","oth","no",2020,0.141148642,1.71758643416491,0.2424349927,0.0686,13.4882375291545,0.9252930945,1.1677280872,22.75531441
"MTN","slr_X","existing","slr","yes",2020,15.61302842,0.0327099425660304,0.5107012629,7.0594,21.2693204293198,150.14864063874,150.65934190164,22.1159805454472
"MTN","stog_X1","existing","stog","no",2020,0.061702,0,0,0.1541,0,0,0,22.75531441
"MTN","stog_X2","existing","stog","no",2020,-0.251111,0,0,0.5485,0,0,0,22.75531441
"MTN","wnd_X","existing","wnd","yes",2020,28.53390476,0,0,9.9636,47.653811015099,474.80351143004,474.80351143004,21.3033041008048
"NEG","bio_X","existing","bio","yes",2020,3.930500914,5.53297200725342,21.747351531646,1.031,198.156299559942,204.2991448463,226.046496377946,37.63620393
"NEG","col_X1","existing","col","no",2020,0.522523656992975,3.76972044842035,1.9697681145498,0.5474,116.682621069021,63.872066773182,65.8418348877318,37.63620393
"NEG","col_X2","existing","col","no",2020,0.323870996,7.83870885717411,2.538730444927,1.557,134.186274518947,208.928029426,211.466759870927,37.63620393
"NEG","col_X3","existing","col","no",2020,0.38744717695479,4.78818662361647,1.85516939005289,4.6905,169.674076997847,795.856258158402,797.711427548455,37.63620393
"NEG","hyd_X","existing","hyd","yes",2020,7.70551862,0,0,1.9258,92.6869600585211,178.4965476807,178.4965476807,37.63620393
"NEG","msw_X","existing","msw","no",2020,3.13328374501,3.31116481166116,10.374818881427,0.769,14.5135447983394,11.160915949923,21.53573483135,37.63620393
"NEG","ngcc_X1","existing","ngcc","no",2020,46.363593835197,2.23881584326167,103.799548428788,16.2644,12.745530693457,207.298409410662,311.09795783945,37.63620393
"NEG","ngcc_X2","existing","ngcc","no",2020,0.039455,2.18652267451527,0.086269252123,0.1885,16.7803839009549,3.16310236533,3.249371617453,37.63620393
"NEG","ngcc_X3","existing","ngcc","no",2020,0.003949,2.21329416619397,0.0087402986623,0.101,19.073610980198,1.926434709,1.9351750076623,37.63620393
"NEG","ngtb_X1","existing","ngtb","no",2020,2.273689797,4.76184224980916,10.8269521383146,1.922,15.5764547027263,29.93794593864,40.7648980769546,37.63620393
"NEG","ngtb_X2","existing","ngtb","no",2020,0.166681,5.08521715717832,0.84760908097564,1.3142,19.6999813369426,25.88971547301,26.7373245539856,37.63620393
"NEG","ngtb_X3","existing","ngtb","no",2020,0.10532866,4.79192363583957,0.50472689538531,1.2916,15.5683143509601,20.1080348157,20.6127617110853,37.63620393
"NEG","nuc_X","existing","nuc","yes",2020,29.817525,2.55696031424473,76.242228094,3.4049,131.239238509207,446.8564832,523.098711294,37.63620393
"NEG","oth_X","existing","oth","no",2020,0.412567236,0.890630974050494,0.36744515926,0.3281,15.4989200228589,5.0851956595,5.45264081876,37.5687611061985
"NEG","slr_X","existing","slr","yes",2020,1.50869784,0,0,1.145,20.6915295999301,23.69180139192,23.69180139192,37.5351805380096
"NEG","stog_X1","existing","stog","no",2020,0.002155,0,0,0.031,0,0,0,37.63620393
"NEG","stog_X2","existing","stog","no",2020,-0.436378,0,0,1.768,0,0,0,37.63620393
"NEG","wnd_X","existing","wnd","yes",2020,3.73404192,0,0,1.4718,49.2386414974045,72.46943255588,72.46943255588,37.63620393
"NY","bio_X","existing","bio","yes",2020,0.47558766299,5.23497569713525,2.48968985761,0.1266,212.966985519747,26.9616203668,29.45131022441,37.63620393
"NY","col_X1","existing","col","no",2020,1.1990359950459,3.2101112126852,3.84903889211,0.7006,80.7067978662718,56.54318258511,60.39222147722,37.63620393
"NY","col_X2","existing","col","no",2020,5.727424078,3.5539024923588,20.3547067056,6.6376,74.6274597188743,495.34722663,515.7019333356,37.63620393
"NY","col_X3","existing","col","no",2020,1.177111787002,2.983514036697,3.51192953928196,5.4828,95.1645655509046,521.7682800025,525.280209541782,37.63620393
"NY","hyd_X","existing","hyd","yes",2020,30.614485,0,0,4.6875,92.6869600615573,434.47012528855,434.47012528855,37.63620393
"NY","msw_X","existing","msw","no",2020,1.76681886804,1.50661958773622,2.661923914571,0.3125,2.5567066511104,0.798970828472,3.460894743043,37.63620393
"NY","ngcc_X1","existing","ngcc","no",2020,36.349560302703,2.26707292889753,82.4071041395862,10.1553,12.8601606070573,130.598789012849,213.005893152435,37.63620393
"NY","ngtb_X1","existing","ngtb","no",2020,3.444836601,4.77989516438821,16.4659578112274,1.4269,11.2108840942163,15.9968105140373,32.4627683252647,37.6072436649069
"NY","ngtb_X2","existing","ngtb","no",2020,0.897679,4.78914656075067,4.2991162955081,0.8548,12.3824106981267,10.5844846647587,14.8836009602668,37.63620393
"NY","ngtb_X3","existing","ngtb","no",2020,0.34021278,4.75026960848172,1.61610242925108,3.6911,19.1308738767368,70.6139685664232,72.2300709956743,37.63620393
"NY","nuc_X","existing","nuc","yes",2020,44.865018,2.55696031415835,114.71807052,5.7094,131.239238508425,749.29730834,864.01537886,37.63620393
"NY","oth_X","existing","oth","no",2020,0.04632,0,0,0.0596,0,0,0,37.63620393
"NY","slr_X","existing","slr","yes",2020,0.52364,0,0,0.4178,20.6915295999043,8.64492106684,8.64492106684,37.6193161041621
"NY","stog_X2","existing","stog","no",2020,-0.315589,0,0,1.24,0,0,0,37.63620393
"NY","wnd_X","existing","wnd","yes",2020,4.455881,0,0,1.9912,47.6538110172459,94.88826849754,94.88826849754,37.63620393
"PAC","bio_X","existing","bio","yes",2020,2.09747540701,5.26462486265392,11.04242117655,0.582,188.212371330069,109.5396001141,120.58202129065,22.75531441
"PAC","col_X1","existing","col","no",2020,0.1872847979995,3.23645165402009,0.6061381942583,0.2359,144.112330472785,33.99609875853,34.6022369527883,22.75531441
"PAC","col_X2","existing","col","no",2020,9.7335733,10.2985845596497,100.242027697599,2.2033,55.5856816025099,122.47193227481,222.713959972409,22.75531441
"PAC","col_X3","existing","col","no",2020,7.46e-07,5.4395669383378,4.057916936e-06,0.0131,44.4024427938931,0.5816720006,0.581676058516936,22.75531441
"PAC","geo_X","existing","geo","yes",2020,0.185456,0,0,0.033,200.140783666667,6.604645861,6.604645861,22.75531441
"PAC","hyd_X","existing","hyd","yes",2020,96.340326,0,0,29.5097,92.6797359847186,2734.95120498825,2734.95120498825,22.75531441
"PAC","msw_X","existing","msw","no",2020,0.187025254,2.22797919996409,0.41668837578,0.0391,2.84563679974425,0.11126439887,0.52795277465,22.75531441
"PAC","ngcc_X1","existing","ngcc","no",2020,35.03245235899,2.26814620687179,79.45872393546,7.1311,13.7678319258549,98.179786246464,177.638510181924,22.75531441
"PAC","ngtb_X1","existing","ngtb","no",2020,1.51260971,4.791923635968,7.2483102213437,0.4219,14.8338126615312,6.2583855619,13.5066957832437,22.75531441
"PAC","ngtb_X2","existing","ngtb","no",2020,0.485735763,4.78720000716357,2.3253142481132,0.6232,11.7214485120668,7.30480671272,9.6301209608332,22.75531441
"PAC","ngtb_X3","existing","ngtb","no",2020,0.109268,4.78446174550646,0.522788566008,0.3542,16.449548030096,5.82642991226,6.349218478268,22.75531441
"PAC","nuc_X","existing","nuc","yes",2020,8.866499,2.55696031432474,22.67128607,1.2,131.2392385,157.4870862,180.15837227,22.75531441
"PAC","oth_X","existing","oth","no",2020,0.009526824,3.57465878660087,0.03405514512,0.0738,24.1266981300813,1.780550322,1.81460546712,22.75531441
"PAC","slr_X","existing","slr","yes",2020,0.720065,0,0,0.4204,20.6915295983825,8.69871904316,8.69871904316,22.75531441
"PAC","stog_X1","existing","stog","no",2020,0.008538,0,0,0.314,0,0,0,22.75531441
"PAC","wnd_X","existing","wnd","yes",2020,13.24615,0,0,6.5096,47.653811013093,310.20724817083,310.20724817083,22.75531441
"SAC","bio_X","existing","bio","yes",2020,11.82855124703,5.69892723398031,67.410052840231,3.6109,210.338613075067,759.51169795276,826.921750792991,27.577801609313
"SAC","col_X1","existing","col","no",2020,60.4909661321508,7.90986618303174,478.475447387618,17.5237,80.3374503814257,1407.80937924899,1886.28482663661,30.2696897154649
"SAC","col_X2","existing","col","no",2020,80.74582617834,8.32902832440913,672.53427331721,28.0252,67.5181864363344,1892.21067851556,2564.74495183277,30.4875270963183
"SAC","col_X3","existing","col","no",2020,6.4258857250533,11.3723760843419,73.0775891403104,10.8511,110.362743008284,1197.55716065719,1270.6347497975,31.4514360049542
"SAC","hyd_X","existing","hyd","yes",2020,18.50046906,0,0,6.9443,92.1317165395029,639.79027916527,639.79027916527,29.0510839112478
"SAC","msw_X","existing","msw","no",2020,2.07117078198,4.05553767311213,8.399711133769,0.7814,10.2056107916432,7.97466427259,16.374375406359,29.2420012375222
"SAC","ngcc_X1","existing","ngcc","no",2020,175.2327347912,2.26834592796817,397.488460410345,29.5472,12.8254948859743,378.957462494861,776.445922905206,27.8704809328717
"SAC","ngcc_X2","existing","ngcc","no",2020,0.0445162100003,2.20811490507497,0.09829690681911,0.0245,12.6672284176327,0.310347096232,0.40864400305111,34.24542896
"SAC","ngcc_X3","existing","ngcc","no",2020,0.007447999999998,3.09887452764584,0.0230804174819,0.2458,38.1472219518722,9.3765871557702,9.3996675732521,27.22135707
"SAC","ngtb_X1","existing","ngtb","no",2020,8.292302274,4.76658740722037,39.5259835961132,9.9979,11.7739989880115,117.71526448224,157.241248078353,29.5489964409545
"SAC","ngtb_X2","existing","ngtb","no",2020,11.706598417,4.78322818636258,55.9953315146219,14.6512,12.066894584207,176.794485932133,232.789817446755,28.0110680616918
"SAC","ngtb_X3","existing","ngtb","no",2020,1.32538994,4.78493855330517,6.34190942206883,8.7474,16.5085213882187,144.406639991304,150.748549413373,28.9126077483592
"SAC","nuc_X","existing","nuc","yes",2020,176.120267,2.55696031439698,450.33253328,22.0526,131.239238507024,2894.1664311,3344.49896438,27.8201061248544
"SAC","oth_X","existing","oth","no",2020,0.295929732,0.19407249531453,0.057431821527,0.425,9.196626444,3.9085662387,3.965998060227,32.3831870481452
"SAC","slr_X","existing","slr","yes",2020,11.95218936,0,0,7.6568,20.6915295998981,158.4309038405,158.4309038405,27.6731777731579
"SAC","stog_X1","existing","stog","no",2020,0.041931,0,0,0.328,0,0,0,27.22135707
"SAC","stog_X2","existing","stog","no",2020,-2.653478,0,0,7.0731,0,0,0,28.078663600743
"SAC","wnd_X","existing","wnd","yes",2020,2.679776,0,0,1.0863,47.6538110174261,51.76633490823,51.76633490823,32.874207654763
"TX","bio_X","existing","bio","yes",2020,1.04272074395296,5.48798601833604,5.7224368638428,0.3132,211.072785793742,66.1079965106,71.8304333744428,30.1282649605829
"TX","col_X1","existing","col","no",2020,12.8562599609959,8.9646697857029,115.252125229482,2.8607,54.414825848973,155.664492306157,270.916617535639,31.8707419471164
"TX","col_X2","existing","col","no",2020,92.671537854021,7.71809510780388,715.247742943782,26.5052,94.5228999478178,2505.3483676969,3220.59611064068,31.2473680185636
"TX","col_X3","existing","col","no",2020,9.930143088264,6.72979910643494,66.8278680821702,8.9487,70.3672173844957,629.695118208637,696.522986290807,30.1403611274454
"TX","hyd_X","existing","hyd","yes",2020,1.47549086,0,0,0.6549,92.6869600589403,60.7006901426,60.7006901426,30.6842219180791
"TX","msw_X","existing","msw","no",2020,0.00159484,0.0772071999699029,0.0001231331308,0.048,0.173910065395833,0.008347683139,0.0084708162698,27.22135707
"TX","ngcc_X1","existing","ngcc","no",2020,203.072270819945,2.24737903270811,456.380363565168,46.7574,13.4167916546278,627.334294112093,1083.71465767726,31.4062944601145
"TX","ngcc_X2","existing","ngcc","no",2020,0.59629,2.22431893828506,1.32633913971,0.1065,12.6855244660094,1.35100835563,2.67734749534,27.22135707
"TX","ngcc_X3","existing","ngcc","no",2020,0.014676,2.21329416653039,0.032482305188,0.08,12.66722841875,1.0133782735,1.045860578688,31.98632373
"TX","ngtb_X1","existing","ngtb","no",2020,21.953844641,4.79179015327813,105.198216577342,6.9558,12.4225816695779,86.40899357725,191.607210154592,29.723734384987
"TX","ngtb_X2","existing","ngtb","no",2020,4.49688,4.81302912200984,21.6436143981836,1.9282,12.2561167451501,23.6322443079983,45.2758587061819,30.7489967855717
"TX","ngtb_X3","existing","ngtb","no",2020,5.45683957,4.7894417440102,26.1352152269247,4.3123,14.6062962456624,62.98673130017,89.1219465270947,31.8938462284629
"TX","nuc_X","existing","nuc","yes",2020,41.298007,2.55696031433188,105.59736496,5.1386,131.239238508543,674.385951,779.98331596,31.98632373
"TX","oth_X","existing","oth","no",2020,0.307442,3.32926370892721,1.0235554932,0.251,23.4247514621514,5.879612617,6.9031681102,31.98632373
"TX","slr_X","existing","slr","yes",2020,4.365125,0,0,2.4367,20.6915295998851,50.41905017604,50.41905017604,31.9115769002014
"TX","wnd_X","existing","wnd","yes",2020,83.540699,0,0,28.0242,47.6538110136382,1335.4599306084,1335.4599306084,31.7500943846014
"WNC","bio_X","existing","bio","yes",2020,1.01594040101096,5.80731879649664,5.89988978691128,0.7318,172.345656077043,126.12255111718,132.022440904091,29.2554515238633
"WNC","col_X1","existing","col","no",2020,50.2635721690112,7.58110544015088,381.053440411908,9.6523,75.8695231440339,732.315398243159,1113.36883865507,28.4023470374326
"WNC","col_X2","existing","col","no",2020,107.09722044674,8.95958206621688,959.546335656287,24.6858,72.0489129512732,1778.58505533254,2738.13139098883,28.9914031125054
